"","PID","DECADE","NHGISNAM","NHGISST","NHGISCTY","ICPSRST","ICPSRCTY","ICPSRNAM","STATENAM","ICPSRSTI","ICPSRCTYI","ICPSRFIP","STATE","COUNTY","PID.1","X_CENTROID","Y_CENTROID","GISJOIN","GISJOIN2","SHAPE_AREA","SHAPE_LEN","bio1_mean","bio2_mean","bio3_mean","bio4_mean","bio5_mean","bio6_mean","bio7_mean","bio8_mean","bio9_mean","bio10_mean","bio11_mean","bio12_mean","bio13_mean","bio14_mean","bio15_mean","bio16_mean","bio17_mean","bio18_mean","bio19_mean"
"12",12,"2000","Mitchell","200","1230","32","1230","MITCHELL","Kansas",32,1230,0,"200","1230",1053,-188538.0143773,214387.64771905,"G2001230","2001230",1861223431.19,173446.792484,150.392857142857,140.464285714286,31.0714285714286,10611.9285714286,382.821428571429,-62.1428571428571,445.25,259.75,10.9285714285714,285.678571428571,10.9285714285714,676.535714285714,103.214285714286,15.6428571428571,49.9642857142857,277.285714285714,60.2142857142857,254,60.2142857142857
"13",13,"2000","Bienville","220","0130","45","130","BIENVILLE","Louisiana",45,130,0,"220","0130",216,275621.3432225,-572037.29736455,"G2200130","2200130",2128393205.43,242374.715335,200.814814814815,129.296296296296,36.7037037037037,7881,368.111111111111,21.1111111111111,347.074074074074,110.592592592593,288.111111111111,297.666666666667,94,1400.48148148148,138.296296296296,86.3333333333333,15.037037037037,402.148148148148,299.777777777778,300.333333333333,397.851851851852
"14",14,"2000","Wayne","420","1270","14","1270","WAYNE","Pennsylvania",14,1270,0,"420","1270",931,1697713.97531393,650373.14996212,"G4201270","4201270",1943867869.9,261762.073442,102.766666666667,116.533333333333,30.4666666666667,9326.1,295.266666666667,-81.0666666666667,376.166666666667,149.8,-12.1666666666667,217.966666666667,-23.5,1168.46666666667,117.566666666667,80.7666666666667,11,324.666666666667,262.7,296.066666666667,265.533333333333
"15",15,"2000","Harnett","370","0850","47","850","HARNETT","North Carolina",47,850,0,"370","0850",1090,1534834.54884096,-100015.52412767,"G3700850","3700850",1557371624.39,179006.888999,182.761904761905,125.238095238095,36,8059.7619047619,346.333333333333,3.52380952380952,342.904761904762,281.095238095238,197,281.095238095238,73.0952380952381,1228.95238095238,150.142857142857,70.7142857142857,21.7619047619048,379.809523809524,230.619047619048,379.857142857143,330.428571428571
"16",16,"2000","Barron","550","0050","25","50","BARRON/DALLAS","Wisconsin",25,50,0,"550","0050",1896,324751.42783122,893142.59761328,"G5500050","5500050",2305106414.3,191958.152155,91.8139534883721,121.767441860465,27.093023255814,11184.4186046512,311.511627906977,-129.674418604651,441.232558139535,220.837209302326,-61.6279069767442,228.209302325581,-61.6279069767442,874.53488372093,123.023255813953,25.2790697674419,46.1162790697674,337.953488372093,87.3953488372093,337.744186046512,87.3953488372093
"17",17,"2000","Blanco","480","0310","49","310","BLANCO","Texas",49,310,0,"480","0310",1655,-230536.51701471,-804944.42799379,"G4800310","4800310",1847759021.67,176094.468254,212.5,133.333333333333,38.9583333333333,7200.83333333333,374.416666666667,37.0416666666667,337.458333333333,250.416666666667,132.958333333333,300.333333333333,115.375,807.541666666667,109.291666666667,36.25,38.3333333333333,272.625,133.5,190.333333333333,142.458333333333
"18",18,"2000","Franklin","250","0110","3","110","FRANKLIN","Massachusetts",3,110,0,"250","0110",2759,1890396.1208912,803333.20263311,"G2500110","2500110",1877039173.66,252500.588034,104.032258064516,122.612903225806,30.5161290322581,9630.87096774194,306.806451612903,-88.4193548387097,395.161290322581,152.935483870968,216.741935483871,224.129032258065,-25.7741935483871,1260.22580645161,116,92.7741935483871,7.64516129032258,339.645161290323,291.741935483871,307.967741935484,313.258064516129
"19",19,"2000","Hand","460","0590","37","590","HAND","South Dakota",37,590,0,"460","0590",2823,-238172.63519951,792284.44161968,"G4600590","4600590",3730089659.42,253292.509828,104.069444444444,136.125,28.8333333333333,11528.8472222222,343.111111111111,-119.541666666667,462.597222222222,219.75,-30.4583333333333,249.736111111111,-48.1388888888889,491.138888888889,84.4722222222222,8.70833333333333,60,227.777777777778,35.5555555555556,201.458333333333,35.9722222222222
"20",20,"2000","Otsego","360","0770","13","770","OTSEGO","New York",13,770,0,"360","0770",2491,1695412.47609164,762772.69937584,"G3600770","3600770",2629077884.25,273752.58533,96.0487804878049,114.634146341463,29.8780487804878,9436.70731707317,291.707317073171,-85.5853658536585,377.341463414634,143.585365853659,-20.1707317073171,213.073170731707,-30.2439024390244,1121.12195121951,111.439024390244,72.7560975609756,12.219512195122,314.658536585366,237.19512195122,294.951219512195,239.268292682927
"21",21,"2000","Carroll","390","0190","24","190","CARROLL","Ohio",24,190,0,"390","0190",1194,1246431.74191297,443099.61306053,"G3900190","3900190",1033420238.2,144108.939181,127.388888888889,117.166666666667,31.0555555555556,9266.05555555555,320.388888888889,-51.4444444444444,371.888888888889,219.777777777778,3.05555555555556,242.777777777778,3.05555555555556,1028.66666666667,105.722222222222,62,15.4444444444444,301.944444444444,207.444444444444,294.722222222222,207.444444444444
"22",22,"2000","Addison","500","0010","6","10","ADDISON","Vermont",6,10,0,"500","0010",1434,1808438.20130728,949476.38664612,"G5000010","5000010",2093371534.47,224023.719169,95.15625,115.03125,28.59375,9925.71875,299.8125,-96.6875,396.625,209.9375,-24.84375,218.78125,-37.875,1074.78125,112.6875,67.15625,14.59375,304.65625,213.78125,304.34375,225.59375
"23",23,"2000","Anson","370","0070","47","70","ANSON","North Carolina",47,70,0,"370","0070",2514,1432765.43687344,-162799.67153627,"G3700070","3700070",1391165935.05,175375.133837,185.947368421053,130.473684210526,36.6842105263158,8109.42105263158,356,4.15789473684211,351.894736842105,173.684210526316,200.157894736842,285.052631578947,75.7368421052632,1231.94736842105,141.315789473684,69.9473684210526,19.2631578947368,359,246.315789473684,355.210526315789,344.052631578947
"24",24,"2000","Donley","480","1290","49","1290","DONLEY","Texas",49,1290,0,"480","1290",1697,-435759.21731178,-272823.64868046,"G4801290","4801290",2416588347.62,196703.019286,180.914285714286,154.085714285714,37.3428571428571,8899,382.828571428571,-24.2857142857143,407.171428571429,230.457142857143,62.7428571428571,291.342857142857,62.7428571428571,527.6,105.342857142857,13.7714285714286,59.6,233.742857142857,47.1714285714286,206.628571428571,47.2
"25",25,"2000","Giles","510","0710","40","710","GILES","Virginia",40,710,0,"510","0710",2659,1337061.64918206,86997.24850125,"G5100710","5100710",933430942.273,157449.55852,134.0625,129.125,35.4375,8347.4375,313.5625,-45.4375,358.9375,211.875,49.1875,236.75,20.75,1030.125,104.4375,72.8125,10.8125,284.125,235.8125,270.6875,238.375
"26",26,"2000","Morehouse","220","0670","45","670","MOREHOUSE","Louisiana",45,670,0,"220","0670",239,390649.74593003,-514902.72167004,"G2200670","2200670",2085472779.07,264600.118644,200.222222222222,125.111111111111,35.6666666666667,8033.51851851852,366.925925925926,21.8518518518519,345,110,260.148148148148,299.074074074074,91.7407407407407,1446.22222222222,154.111111111111,87.962962962963,18.1111111111111,444.777777777778,280.407407407407,296.407407407407,425.407407407407
"27",27,"2000","New Haven","090","0090","1","90","NEW HAVEN","Connecticut",1,90,0,"090","0090",271,1894967.36044423,669317.85178985,"G0900090","0900090",1603794383.32,331333.077881,129.592592592593,105.407407407407,29.2222222222222,8999.37037037037,313.777777777778,-41.1851851851852,354.888888888889,96.1851851851852,243.222222222222,243.222222222222,10.4814814814815,1282.22222222222,123.148148148148,85.2222222222222,10.5925925925926,348.740740740741,275.555555555556,275.555555555556,328.666666666667
"28",28,"2000","Johnson","290","1010","34","1010","JOHNSON","Missouri",34,1010,0,"290","1010",2343,188867.71702146,141623.27950967,"G2901010","2901010",2157530115.11,191563.679105,152.413793103448,120.655172413793,29.2068965517241,9998.31034482759,356.862068965517,-50.1379310344828,407,206.206896551724,17.2413793103448,275.965517241379,17.2413793103448,1067,136.51724137931,38.0689655172414,33.3793103448276,378.275862068966,142.310344827586,324.137931034483,142.310344827586
"29",29,"2000","Monroe","420","0890","14","890","MONROE","Pennsylvania",14,890,0,"420","0890",3025,1709048.05502536,585222.25673563,"G4200890","4200890",1599106256.12,198679.767114,112.259259259259,116.518518518519,30.7037037037037,9266.51851851852,306.62962962963,-68.0740740740741,374.703703703704,172.962962962963,25.1111111111111,228.111111111111,-12.037037037037,1246.66666666667,126.333333333333,89.3703703703704,9.92592592592593,334.62962962963,288.222222222222,311.740740740741,288.592592592593
"30",30,"2000","Stephens","130","2570","44","2570","STEPHENS","Georgia",44,2570,0,"130","2570",3057,1153389.82247961,-252658.27213369,"G1302570","1302570",477156641.965,98617.8932658,178.166666666667,131,37.3333333333333,7836.33333333333,347.333333333333,2,345,88.6666666666667,238.166666666667,274,72.1666666666667,1546.16666666667,169.833333333333,95.8333333333333,17.1666666666667,481.166666666667,307.666666666667,363.166666666667,452.666666666667
"31",31,"2000","Clark","320","0030","65","30","CLARK","Nevada",65,30,0,"320","0030",2649,-1683061.49936795,24806.16862756,"G3200030","3200030",20954421480,736620.44901,196.704697986577,142.885906040268,37.3926174496644,8731.20134228188,398,20.8523489932886,377.130872483221,191.147651006711,235.734899328859,309.191275167785,88.0570469798658,184.560402684564,26.8489932885906,3.98993288590604,40.748322147651,62.489932885906,19.0369127516779,46.1208053691275,58.3791946308725
"32",32,"2000","Dakota","270","0370","33","370","DAKOTA","Minnesota",33,370,0,"270","0370",2094,232161.74002719,805961.6620859,"G2700370","2700370",1518576266.24,188146.389464,105.227272727273,112.090909090909,25.4090909090909,11284.7727272727,321.136363636364,-112.5,433.636363636364,219.909090909091,-48.4090909090909,243.909090909091,-48.4090909090909,816.954545454545,120.454545454545,23.0909090909091,48.2272727272727,336.772727272727,76.2272727272727,323.272727272727,76.2272727272727
"33",33,"2000","Cameron","480","0610","49","610","CAMERON","Texas",49,610,0,"480","0610",1668,-154484.60643559,-1263666.83043746,"G4800610","4800610",2467719069.59,832884.623149,249.806451612903,96.3548387096774,39.3548387096774,5075.90322580645,359.096774193548,117.838709677419,241.193548387097,290.645161290323,221.322580645161,307.806451612903,178.870967741935,595.258064516129,143.064516129032,14.6451612903226,63.6451612903226,256.193548387097,72.6129032258064,142.806451612903,103.161290322581
"34",34,"2000","Deuel","460","0390","37","390","DEUEL","South Dakota",37,390,0,"460","0390",1997,-52790.92039161,812384.60117709,"G4600390","4600390",1649071615.37,164994.80291,97.1,121.666666666667,26.2666666666667,11550.8666666667,325.8,-126.4,452.233333333333,214.133333333333,-58,241.866666666667,-58,633.233333333333,107.833333333333,15.3666666666667,54.5333333333333,279,51.0333333333333,266.533333333333,51.0333333333333
"35",35,"2000","Chelan","530","0070","73","70","CHELAN","Washington",73,70,0,"530","0070",1815,-1835492.19956289,1395827.39998288,"G5300070","5300070",7753403683,553279.298167,71.6764705882353,108.352941176471,32.5735294117647,7514.24264705882,265.897058823529,-60.8529411764706,326.764705882353,-16.2426470588235,170.110294117647,171.779411764706,-18.8602941176471,967.477941176471,173.308823529412,22.2941176470588,59.6102941176471,458.985294117647,82.0588235294118,85.0367647058823,431.595588235294
"36",36,"2000","Benton","530","0050","73","50","BENTON","Washington",73,50,0,"530","0050",1814,-1798783.78412299,1200248.92237312,"G5300050","5300050",4558621056.99,304119.054746,137.356164383562,130.931506849315,36.3972602739726,8039.8904109589,345.424657534247,-8.84931506849315,354.191780821918,41.1369863013699,240.356164383562,242.945205479452,38.5890410958904,217.767123287671,35.2191780821918,5.71232876712329,45.3835616438356,90.7397260273973,21.9452054794521,24.7397260273973,84.5753424657534
"37",37,"2000","Richland","220","0830","45","830","RICHLAND","Louisiana",45,830,0,"220","0830",75,396184.62159514,-559607.53263562,"G2200830","2200830",1462082498.41,266957.013824,204.8,122.35,36,7853.65,367.65,32.1,335.45,116.8,263.1,301.55,99,1440.35,153.5,87.65,19.1,449.75,278.45,291.8,436.6
"38",38,"2000","St Clair","010","1150","41","1150","ST CLAIR","Alabama",41,1150,0,"010","1150",491,889767.20204423,-378211.29150643,"G0101150","0101150",1692864873.74,248502.128731,184.36,133.08,37.36,7998.12,352.92,1.88,351.16,92.88,244.96,282,75.56,1524.04,185.52,83.16,20.84,487.16,291.8,349.24,432.68
"39",39,"2000","Transylvania","370","1750","47","1750","TRANSYLVANIA","North Carolina",47,1750,0,"370","1750",1130,1187999.6332743,-174721.03803716,"G3701750","3701750",985649293.611,164822.055274,145.866666666667,130.333333333333,37.6,7686.86666666667,312.533333333333,-29,341.533333333333,57.4666666666667,205.2,240.133333333333,42.1333333333333,1888.86666666667,191.333333333333,125.933333333333,12.6666666666667,523.066666666667,411.533333333333,456,502.2
"40",40,"2000","Winona","270","1690","33","1690","WINONA","Minnesota",33,1690,0,"270","1690",2225,337284.71743876,733559.05049068,"G2701690","2701690",1661693826.49,184712.255501,102,117.074074074074,26.7407407407407,11028.9259259259,317.740740740741,-113.592592592593,431.259259259259,214.555555555556,-48.5555555555556,237.851851851852,-48.5555555555556,885.518518518518,118.074074074074,23.2592592592593,46.2592592592593,342.925925925926,81.962962962963,329.37037037037,81.962962962963
"41",41,"2000","Douglas","130","0970","44","970","DOUGLAS","Georgia",44,970,0,"130","0970",1270,1031463.05849525,-364134.44594233,"G1300970","1300970",518665110.411,104435.243055,181.25,128.25,36.875,7895.5,345.625,3.125,342.625,90.875,241.125,277.75,74.5,1432.625,163.375,81.125,20,454.625,267.75,339.75,421.25
"42",42,"2000","Traill","380","0970","36","970","TRAILL","North Dakota",36,970,0,"380","0970",1182,-88138.1394313,1111639.81452647,"G3800970","3800970",2233905378.65,244324.781008,82.4473684210526,119.710526315789,24.8947368421053,12075.1315789474,324.078947368421,-148.131578947368,472.315789473684,202.473684210526,-79.5,232.815789473684,-79.5,518.394736842105,95.0789473684211,13.0263157894737,60.0789473684211,246.105263157895,44.1052631578947,231.157894736842,44.1052631578947
"43",43,"2000","Sanborn","460","1110","37","1110","SANBORN","South Dakota",37,1110,0,"460","1110",2029,-167063.04300176,731976.93949483,"G4601110","4601110",1476819748.79,154009.57937,111.791666666667,129.416666666667,27.8333333333333,11520.0833333333,345.375,-112.458333333333,457.875,228.458333333333,-41.4166666666667,256.958333333333,-41.4166666666667,566.375,92.5833333333333,10.8333333333333,54.625,248.333333333333,46.4166666666667,218.5,46.4166666666667
"44",44,"2000","Mccurtain","400","0890","53","890","MCCURTAIN","Oklahoma",53,890,0,"400","0890",687,112516.91425452,-378227.78309038,"G4000890","4000890",4924451701.16,415432.098629,188.294117647059,132.279411764706,35.8088235294118,8291.94117647059,365.544117647059,0.617647058823529,364.941176470588,186.617647058824,145.529411764706,290.455882352941,75.9852941176471,1400.11764705882,173.544117647059,81.3382352941177,23.6764705882353,452.926470588235,282.573529411765,291.441176470588,285.044117647059
"45",45,"2000","Murray","400","0990","53","990","MURRAY","Oklahoma",53,990,0,"400","0990",691,-97318.85507447,-337345.07765989,"G4000990","4000990",1100570410.31,179956.446204,188,129.538461538462,33.7692307692308,8752.53846153846,370.076923076923,-6.53846153846154,376.769230769231,234.538461538462,70.6153846153846,296.076923076923,70.6153846153846,981,154.307692307692,46.9230769230769,38.7692307692308,375.923076923077,144.230769230769,236.923076923077,144.230769230769
"46",46,"2000","Elk","420","0470","14","470","ELK","Pennsylvania",14,470,0,"420","0470",1482,1431161.31674348,570823.15455404,"G4200470","4200470",2155462227.45,241691.128518,103.030303030303,120.545454545455,31.7272727272727,9143.27272727273,298.484848484848,-75.7878787878788,374.212121212121,210.030303030303,-19.5151515151515,216.030303030303,-20.3030303030303,1191.09090909091,125.484848484848,78.1818181818182,12.969696969697,340.545454545455,253.69696969697,339.939393939394,253.787878787879
"47",47,"2000","Coahoma","280","0270","46","270","COAHOMA","Mississippi",46,270,0,"280","0270",2239,493174.87893289,-352198.08721433,"G2800270","2800270",1510341147.1,253770.682291,190.791666666667,116.375,32.8333333333333,8511.20833333333,361.666666666667,11.25,350.5,146.791666666667,253.416666666667,294.583333333333,75.2916666666667,1460.16666666667,156.916666666667,82.9166666666667,18.4166666666667,431.166666666667,269.208333333333,303.125,401.75
"48",48,"2000","Itasca","270","0610","33","610","ITASCA","Minnesota",33,610,0,"270","0610",2104,179572.56324092,1119408.99849975,"G2700610","2700610",7582684452.44,436751.388649,67.0076335877863,123.312977099237,26.4656488549618,11608,289.450381679389,-167.854961832061,457.274809160305,183.290076335878,-93.1679389312977,208.69465648855,-93.1679389312977,718.832061068702,115.75572519084,16.9312977099237,53.7862595419847,311.312977099237,64.5954198473282,300.954198473282,64.5954198473282
"49",49,"2000","Lincoln","350","0270","66","270","LINCOLN","New Mexico",66,270,0,"350","0270",2441,-868777.97136678,-377045.24140408,"G3500270","3500270",12513041557.6,546233.88577,152.115853658537,172.05487804878,44.859756097561,7777.73170731707,343.932926829268,-35.3414634146341,379.243902439024,241.871951219512,84.6463414634146,251.756097560976,52.7073170731707,329.073170731707,68.5365853658537,9.58536585365854,62.3231707317073,160.573170731707,37.5609756097561,151.823170731707,40.2987804878049
"50",50,"2000","Rice","200","1590","32","1590","RICE","Kansas",32,1590,0,"200","1590",1068,-190538.90595817,97147.33812239,"G2001590","2001590",1886279046.54,178245.246447,158.5,134.071428571429,31.0357142857143,10243.2142857143,377.642857142857,-47.3928571428571,425.107142857143,263.5,23.4285714285714,288.214285714286,23.4285714285714,695.357142857143,105.25,14.4642857142857,47.1428571428571,277.178571428571,66.0357142857143,260.892857142857,66.0714285714286
"51",51,"2000","Meriwether","130","1990","44","1990","MERIWETHER","Georgia",44,1990,0,"130","1990",1314,1047487.6411628,-436548.77783149,"G1301990","1301990",1308846232.2,164415.420755,190.35,135.05,39.4,7544.3,350.5,11.5,338.9,103.85,219,281.55,87.35,1414.05,159.9,71.45,22.35,450,260.6,348.8,432.1
"52",52,"2000","Bailey","480","0170","49","170","BAILEY","Texas",49,170,0,"480","0170",1649,-625167.33232412,-361695.22070575,"G4800170","4800170",2142923848.22,187950.874375,171.527777777778,169.416666666667,42,8345.52777777778,366.833333333333,-31.5277777777778,398.25,276,62.3055555555556,276,62.3055555555556,412.638888888889,79.7777777777778,9.27777777777778,62.1666666666667,187.194444444444,33.8888888888889,187.194444444444,33.8888888888889
"53",53,"2000","Kane","490","0250","67","250","KANE","Utah",67,250,0,"490","0250",1419,-1388859.92123874,92414.8225844,"G4900250","4900250",10640968206.5,556518.303716,133.611842105263,155.361842105263,38.6447368421053,8813.7302631579,346.927631578947,-50.6052631578947,397.519736842105,173.184210526316,172.993421052632,247.532894736842,22.9078947368421,290.611842105263,38.4605263157895,10.875,31.6973684210526,96.6118421052632,41.1842105263158,70.0855263157895,82.6578947368421
"54",54,"2000","Bennett","460","0070","37","70","BENNETT","South Dakota",37,70,0,"460","0070",1983,-457715.62174534,651336.13348191,"G4600070","4600070",3083601880.51,230071.07742,114.24,151.52,33.82,10398.28,350.46,-91.76,442.3,218.2,-2.16,247.82,-18.9,462.3,82.34,9.02,65.26,232.18,33.92,194,35.34
"55",55,"2000","Edwards","200","0470","32","470","EDWARDS","Kansas",32,470,0,"200","0470",1020,-288456.22165664,48465.73183668,"G2000470","2000470",1611232185.4,176921.024284,160.416666666667,143.125,33,10091.875,380.291666666667,-47.3333333333333,427.625,262.666666666667,28.0833333333333,287.958333333333,28.0833333333333,595.833333333333,91.75,13.125,49.25,245.458333333333,58.125,231.375,58.125
"56",56,"2000","Williams","390","1710","24","1710","WILLIAMS","Ohio",24,1710,0,"390","1710",2892,942448.75719114,511580.76296033,"G3901710","3901710",1095695047.02,137945.211648,121.6875,114.3125,29,9765.5625,326.25,-60.375,386.8125,173.3125,-8.625,244.3125,-8.625,936.4375,98.9375,48.375,19.375,284.75,172.25,275.5625,172.3125
"57",57,"2000","Logan","540","0450","56","450","LOGAN","West Virginia",56,450,0,"540","0450",1865,1221695.9448223,127720.7800352,"G5400450","5400450",1180026870.14,232399.72744,144.111111111111,130.555555555556,34.7777777777778,8727.5,328.944444444444,-40.1666666666667,369.055555555556,230.888888888889,211.5,251.944444444444,26,1250.5,131.777777777778,84.3888888888889,11.8333333333333,346.944444444444,277.833333333333,334.666666666667,297.611111111111
"58",58,"2000","Union","190","1750","31","1750","UNION","Iowa",31,1750,0,"190","1750",990,146595.29584629,396657.67552366,"G1901750","1901750",1103209915.62,134122.416282,129.666666666667,117.555555555556,27.5,10658.8333333333,343.611111111111,-76.5555555555556,420.166666666667,239.166666666667,-15.2777777777778,261.666666666667,-15.2777777777778,925.611111111111,130.555555555556,19.7222222222222,46.0555555555556,359.833333333333,87.6111111111111,344.333333333333,87.6111111111111
"59",59,"2000","Plaquemines","220","0750","45","750","PLAQUEMINES","Louisiana",45,750,0,"220","0750",3075,617231.06788199,-877116.12790352,"G2200750","2200750",2832160549.77,3332273.67862,225.575,87.4,33.225,6133.9,343,84.475,258.5,294.975,237.775,297.7,141.9,1638.2,203.6,85.825,28,571.325,296.175,483.625,441.1
"60",60,"2000","Pawnee","310","1330","35","1330","PAWNEE","Nebraska",35,1330,0,"310","1330",2624,-20019.82015909,294942.47072446,"G3101330","3101330",1121332174.75,135065.743111,142.222222222222,127.333333333333,29,10507.1111111111,362.722222222222,-65.7222222222222,428.5,251.722222222222,2.44444444444444,275,2.44444444444444,858.833333333333,130.388888888889,18.8333333333333,48.6666666666667,341.444444444444,77.8888888888889,329.5,77.8888888888889
"61",61,"2000","Delaware","400","0410","53","410","DELAWARE","Oklahoma",53,410,0,"400","0410",667,106394.11517628,-121681.46353155,"G4000410","4000410",2052125471.64,189012.56724,174.033333333333,125.933333333333,32.8666666666667,8833.56666666667,359.5,-18,377.533333333333,221.633333333333,54.1666666666667,282.266666666667,54.1666666666667,1182.23333333333,140.266666666667,55.2666666666667,28.1,390.333333333333,198.8,294.766666666667,198.8
"62",62,"2000","Jackson","470","0870","54","870","JACKSON","Tennessee",54,870,0,"470","0870",1527,916419.0136712,-77981.0075928,"G4700870","4700870",827647012.839,142821.712868,165.363636363636,131.272727272727,35,8573.09090909091,347.909090909091,-21.1818181818182,369.090909090909,94.9090909090909,230,270.909090909091,48.6363636363636,1486,164.454545454545,96,15,418.818181818182,307.363636363636,340.727272727273,389.636363636364
"63",63,"2000","Nolan","480","3530","49","3530","NOLAN","Texas",49,3530,0,"480","3530",1575,-412640.58953588,-571621.13796838,"G4803530","4803530",2367098553.8,194413.154245,201.766666666667,143.566666666667,38.3333333333333,7991.7,378.2,8.53333333333333,369.5,249.5,93.3666666666667,299.333333333333,93.3666666666667,580.2,92.0666666666667,22.0666666666667,48.2,212.333333333333,68.8,175.766666666667,68.8
"64",64,"2000","Geary","200","0610","32","610","GEARY","Kansas",32,610,0,"200","0610",1026,-64562.16255556,168641.21605814,"G2000610","2000610",1047378950.77,166444.737623,152.9,125.6,29.55,10243.9,365.85,-52.35,418.15,248.1,16.1,281.5,16.1,861.5,144.85,19.2,49.65,350.4,79.65,320.7,79.7
