"","PID","DECADE","NHGISNAM","NHGISST","NHGISCTY","ICPSRST","ICPSRCTY","ICPSRNAM","STATENAM","ICPSRSTI","ICPSRCTYI","ICPSRFIP","STATE","COUNTY","PID.1","X_CENTROID","Y_CENTROID","GISJOIN","GISJOIN2","SHAPE_AREA","SHAPE_LEN","bio1_mean","bio2_mean","bio3_mean","bio4_mean","bio5_mean","bio6_mean","bio7_mean","bio8_mean","bio9_mean","bio10_mean","bio11_mean","bio12_mean","bio13_mean","bio14_mean","bio15_mean","bio16_mean","bio17_mean","bio18_mean","bio19_mean"
"11",11,"2000","Grayson","480","1810","49","1810","GRAYSON","Texas",49,1810,0,"480","1810",1719,-62424.16804244,-433290.35354655,"G4801810","4801810",2536123811.01,242608.326442,211,123.433333333333,33.5,8440.23333333333,389.433333333333,26.1333333333333,363.466666666667,255.966666666667,109.966666666667,317.033333333333,100.766666666667,915.266666666667,131.6,42.9333333333333,32.1333333333333,292.6,154.733333333333,209.933333333333,155.4
"12",12,"2000","Mitchell","200","1230","32","1230","MITCHELL","Kansas",32,1230,0,"200","1230",1053,-188538.0143773,214387.64771905,"G2001230","2001230",1861223431.19,173446.792484,155.607142857143,137.285714285714,31.7142857142857,10570.3928571429,372.321428571429,-53.1071428571429,425.678571428571,262.214285714286,18.8928571428571,290.535714285714,18.8928571428571,676.964285714286,92.2142857142857,17.6428571428571,46.1071428571429,266.892857142857,58.25,249.321428571429,58.25
"13",13,"2000","Bienville","220","0130","45","130","BIENVILLE","Louisiana",45,130,0,"220","0130",216,275621.3432225,-572037.29736455,"G2200130","2200130",2128393205.43,242374.715335,211.185185185185,134.925925925926,37.5185185185185,7875.11111111111,384.222222222222,29.037037037037,355.111111111111,116.777777777778,272.259259259259,309.518518518519,107.111111111111,1198.66666666667,128.962962962963,74.5555555555556,15.4814814814815,337.962962962963,248.814814814815,265.851851851852,334.888888888889
"14",14,"2000","Wayne","420","1270","14","1270","WAYNE","Pennsylvania",14,1270,0,"420","1270",931,1697713.97531393,650373.14996212,"G4201270","4201270",1943867869.9,261762.073442,111.066666666667,111.4,31.3,8507.46666666667,291.733333333333,-58.2666666666667,349.833333333333,152.133333333333,5.16666666666667,219.266666666667,1.53333333333333,1197.8,117.833333333333,83.1,11.4,342.766666666667,267.4,311.966666666667,268.066666666667
"15",15,"2000","Harnett","370","0850","47","850","HARNETT","North Carolina",47,850,0,"370","0850",1090,1534834.54884096,-100015.52412767,"G3700850","3700850",1557371624.39,179006.888999,188.428571428571,118.047619047619,37,7630.66666666667,346.333333333333,29.6666666666667,316.761904761905,284.333333333333,128.190476190476,284.333333333333,88.2857142857143,1205.57142857143,153.857142857143,73.3333333333333,26.4285714285714,424.619047619048,231.380952380952,424.619047619048,257.285714285714
"16",16,"2000","Barron","550","0050","25","50","BARRON/DALLAS","Wisconsin",25,50,0,"550","0050",1896,324751.42783122,893142.59761328,"G5500050","5500050",2305106414.3,191958.152155,97.953488372093,114.720930232558,26.4883720930233,11066.488372093,315.883720930233,-109.953488372093,425.883720930233,224.627906976744,-52.3488372093023,234.325581395349,-52.3488372093023,839.976744186047,111.06976744186,22.2790697674419,44.1627906976744,310.255813953488,85.0232558139535,306.139534883721,85.0232558139535
"17",17,"2000","Blanco","480","0310","49","310","BLANCO","Texas",49,310,0,"480","0310",1655,-230536.51701471,-804944.42799379,"G4800310","4800310",1847759021.67,176094.468254,224.208333333333,139.458333333333,40,7254,388.875,44.6666666666667,344.291666666667,268.916666666667,140.916666666667,314.041666666667,128.166666666667,699.958333333333,100.375,36.2916666666667,37.9583333333333,233.625,119.666666666667,159.041666666667,121.75
"18",18,"2000","Franklin","250","0110","3","110","FRANKLIN","Massachusetts",3,110,0,"250","0110",2759,1890396.1208912,803333.20263311,"G2500110","2500110",1877039173.66,252500.588034,110.741935483871,117.741935483871,30.5483870967742,9042.38709677419,304.451612903226,-73.9354838709677,378.322580645161,154.903225806452,180.225806451613,225.838709677419,-6.61290322580645,1250.90322580645,118.935483870968,87.5483870967742,9.25806451612903,339.516129032258,288.193548387097,316.258064516129,301.258064516129
"19",19,"2000","Hand","460","0590","37","590","HAND","South Dakota",37,590,0,"460","0590",2823,-238172.63519951,792284.44161968,"G4600590","4600590",3730089659.42,253292.509828,109.111111111111,128.972222222222,28.375,11506.1527777778,342.736111111111,-104.944444444444,447.611111111111,224.763888888889,-40.1527777777778,256.194444444444,-40.1527777777778,497.944444444444,87.6388888888889,9.68055555555556,59.625,227.972222222222,31.9861111111111,195.652777777778,31.9861111111111
"20",20,"2000","Otsego","360","0770","13","770","OTSEGO","New York",13,770,0,"360","0770",2491,1695412.47609164,762772.69937584,"G3600770","3600770",2629077884.25,273752.58533,105.585365853659,110.926829268293,30.9268292682927,8523.70731707317,287.707317073171,-65.7317073170732,353.512195121951,146.536585365854,0.195121951219512,214.219512195122,-3.14634146341463,1153.48780487805,114.121951219512,75.8536585365854,12.0487804878049,328.219512195122,247.90243902439,302.926829268293,249.390243902439
"21",21,"2000","Carroll","390","0190","24","190","CARROLL","Ohio",24,190,0,"390","0190",1194,1246431.74191297,443099.61306053,"G3900190","3900190",1033420238.2,144108.939181,135.333333333333,112.833333333333,32,8742.05555555555,317.388888888889,-29.8333333333333,347.222222222222,223.444444444444,22.1666666666667,245.722222222222,22.1666666666667,1028.27777777778,103.777777777778,60.8333333333333,15.2222222222222,299.055555555556,219.333333333333,289.722222222222,219.333333333333
"22",22,"2000","Addison","500","0010","6","10","ADDISON","Vermont",6,10,0,"500","0010",1434,1808438.20130728,949476.38664612,"G5000010","5000010",2093371534.47,224023.719169,105.4375,111.96875,28.84375,9140.625,298.375,-82.3125,380.8125,221.9375,-6.9375,221.9375,-12.96875,1094.1875,111.84375,71.59375,13.625,309.625,224.6875,309.625,235.3125
"23",23,"2000","Anson","370","0070","47","70","ANSON","North Carolina",47,70,0,"370","0070",2514,1432765.43687344,-162799.67153627,"G3700070","3700070",1391165935.05,175375.133837,191.210526315789,124.105263157895,37.4736842105263,7667.57894736842,355.421052631579,28.6842105263158,326.789473684211,287.421052631579,145.578947368421,287.421052631579,90.1578947368421,1195.26315789474,143.894736842105,71.6315789473684,22.3684210526316,399.789473684211,242.684210526316,399.789473684211,265.578947368421
"24",24,"2000","Donley","480","1290","49","1290","DONLEY","Texas",49,1290,0,"480","1290",1697,-435759.21731178,-272823.64868046,"G4801290","4801290",2416588347.62,196703.019286,188.2,154.514285714286,39.4,8764.22857142857,378.685714285714,-8.14285714285714,386.885714285714,288.771428571429,73.5428571428571,298.942857142857,73.5428571428571,483.028571428571,67.6571428571429,11.5428571428571,50.1428571428571,182.742857142857,44.2571428571429,180.057142857143,44.2857142857143
"25",25,"2000","Giles","510","0710","40","710","GILES","Virginia",40,710,0,"510","0710",2659,1337061.64918206,86997.24850125,"G5100710","5100710",933430942.273,157449.55852,140.4375,121.875,36.75,7878.875,308.5625,-18.3125,326.8125,219.625,51,239.5625,37.1875,1020,103.1875,64.75,12.0625,290.9375,220.4375,283.375,222.3125
"26",26,"2000","Morehouse","220","0670","45","670","MOREHOUSE","Louisiana",45,670,0,"220","0670",239,390649.74593003,-514902.72167004,"G2200670","2200670",2085472779.07,264600.118644,209.592592592593,128.62962962963,36.5555555555556,7986.55555555556,379.518518518519,32.3703703703704,347.037037037037,105.851851851852,270.333333333333,309.814814814815,104.777777777778,1235.55555555556,142.962962962963,73.037037037037,19.1851851851852,357.962962962963,239.185185185185,269.148148148148,357.962962962963
"27",27,"2000","New Haven","090","0090","1","90","NEW HAVEN","Connecticut",1,90,0,"090","0090",271,1894967.36044423,669317.85178985,"G0900090","0900090",1603794383.32,331333.077881,135.481481481481,99.7407407407407,29.037037037037,8563.51851851852,312.518518518519,-24.6296296296296,337.074074074074,109.333333333333,192.037037037037,245.333333333333,26.5925925925926,1257.62962962963,123.37037037037,90.4814814814815,9.48148148148148,341.777777777778,293.259259259259,300.148148148148,301.962962962963
"28",28,"2000","Johnson","290","1010","34","1010","JOHNSON","Missouri",34,1010,0,"290","1010",2343,188867.71702146,141623.27950967,"G2901010","2901010",2157530115.11,191563.679105,160.068965517241,117.344827586207,29.7931034482759,9898.58620689655,351,-35.448275862069,386.48275862069,266.758620689655,30.3103448275862,283.137931034483,30.3103448275862,1044.62068965517,130.689655172414,37.7931034482759,33.8620689655172,334.310344827586,129.172413793103,319.48275862069,129.206896551724
"29",29,"2000","Monroe","420","0890","14","890","MONROE","Pennsylvania",14,890,0,"420","0890",3025,1709048.05502536,585222.25673563,"G4200890","4200890",1599106256.12,198679.767114,120.111111111111,110.518518518519,31.5185185185185,8536.07407407407,303,-43,346,162.074074074074,10.8148148148148,229.592592592593,10.8148148148148,1266.25925925926,120.925925925926,87.8888888888889,10.1851851851852,348.592592592593,282.481481481481,332.148148148148,282.481481481481
"30",30,"2000","Stephens","130","2570","44","2570","STEPHENS","Georgia",44,2570,0,"130","2570",3057,1153389.82247961,-252658.27213369,"G1302570","1302570",477156641.965,98617.8932658,184.166666666667,126.666666666667,39,7400.16666666667,345.333333333333,24,320.833333333333,99.8333333333333,192.666666666667,276.333333333333,87,1428.5,151,95.3333333333333,12.1666666666667,389.666666666667,313.333333333333,384.333333333333,363
"31",31,"2000","Clark","320","0030","65","30","CLARK","Nevada",65,30,0,"320","0030",2649,-1683061.49936795,24806.16862756,"G3200030","3200030",20954421480,736620.44901,204.228187919463,142.664429530201,38.1409395973154,8374.35570469799,404.607382550336,35.1409395973154,369.493288590604,280.372483221477,235.288590604027,316.06711409396,104.98322147651,164.640939597315,30.4429530201342,3.00671140939597,46.8154362416107,57.5973154362416,16.8624161073826,45.3557046979866,49.6073825503356
"32",32,"2000","Dakota","270","0370","33","370","DAKOTA","Minnesota",33,370,0,"270","0370",2094,232161.74002719,805961.6620859,"G2700370","2700370",1518576266.24,188146.389464,112.409090909091,104.545454545455,24.5,11151.5,323,-96.0454545454545,419.090909090909,246.863636363636,-37.0909090909091,250.090909090909,-37.0909090909091,790.5,106.454545454545,20.4090909090909,45.1818181818182,298.090909090909,72.3636363636364,298,72.3636363636364
"33",33,"2000","Cameron","480","0610","49","610","CAMERON","Texas",49,610,0,"480","0610",1668,-154484.60643559,-1263666.83043746,"G4800610","4800610",2467719069.59,832884.623149,260.58064516129,96.741935483871,38.9354838709677,5211.06451612903,370.225806451613,124.967741935484,245.193548387097,302.838709677419,231,321.129032258065,188.161290322581,568.129032258065,169.096774193548,11.6451612903226,83.0322580645161,297.387096774194,55.6774193548387,129.483870967742,78.9677419354839
"34",34,"2000","Deuel","460","0390","37","390","DEUEL","South Dakota",37,390,0,"460","0390",1997,-52790.92039161,812384.60117709,"G4600390","4600390",1649071615.37,164994.80291,102.866666666667,113.366666666667,25.5666666666667,11514.3,323.933333333333,-110.266666666667,434.233333333333,219.833333333333,-49.3333333333333,247.766666666667,-49.3333333333333,627.366666666667,105.933333333333,14.4,54.8666666666667,274,45.5,250.466666666667,45.5
"35",35,"2000","Chelan","530","0070","73","70","CHELAN","Washington",73,70,0,"530","0070",1815,-1835492.19956289,1395827.39998288,"G5300070","5300070",7753403683,553279.298167,80.8455882352941,103.992647058824,32.2794117647059,7488.83088235294,271.470588235294,-44.3823529411765,315.889705882353,-4.17647058823529,179.985294117647,182.698529411765,-7.66176470588235,1056.20588235294,214.441176470588,17.0220588235294,67.4044117647059,540.044117647059,74.1838235294118,81.0514705882353,494.801470588235
"36",36,"2000","Benton","530","0050","73","50","BENTON","Washington",73,50,0,"530","0050",1814,-1798783.78412299,1200248.92237312,"G5300050","5300050",4558621056.99,304119.054746,145.465753424658,124.972602739726,36.1643835616438,7892.28767123288,349.013698630137,8.21917808219178,340.767123287671,54.3287671232877,249.58904109589,251.164383561644,49.7945205479452,240.027397260274,37.7260273972603,4.63013698630137,46.1095890410959,101.876712328767,24.7945205479452,25.3287671232877,93.958904109589
"37",37,"2000","Richland","220","0830","45","830","RICHLAND","Louisiana",45,830,0,"220","0830",75,396184.62159514,-559607.53263562,"G2200830","2200830",1462082498.41,266957.013824,214,126.1,36.75,7802,380.8,41.6,339.05,111.9,273.05,311.65,111.9,1226.8,145.25,72,20,360.1,238.45,263.45,360.1
"38",38,"2000","St Clair","010","1150","41","1150","ST CLAIR","Alabama",41,1150,0,"010","1150",491,889767.20204423,-378211.29150643,"G0101150","0101150",1692864873.74,248502.128731,192.4,129.72,38.48,7683.56,357.8,25.2,332.68,116.24,211.08,288.4,91.48,1365.96,156.4,72.2,18.64,385.68,289.28,337.52,369.12
"39",39,"2000","Transylvania","370","1750","47","1750","TRANSYLVANIA","North Carolina",47,1750,0,"370","1750",1130,1187999.6332743,-174721.03803716,"G3701750","3701750",985649293.611,164822.055274,151.933333333333,126.066666666667,39.6666666666667,7220.6,308.533333333333,-4,312.466666666667,242.266666666667,95.8,242.266666666667,57.4,1769.4,176.866666666667,117.133333333333,11.5333333333333,486.066666666667,409.533333333333,486.133333333333,416.466666666667
"40",40,"2000","Winona","270","1690","33","1690","WINONA","Minnesota",33,1690,0,"270","1690",2225,337284.71743876,733559.05049068,"G2701690","2701690",1661693826.49,184712.255501,109.037037037037,109.481481481481,25.8148148148148,10837.7037037037,318.740740740741,-98.3333333333333,417,231.962962962963,-36.8518518518519,243.592592592593,-36.8518518518519,868.037037037037,117.222222222222,21.3333333333333,43.7037037037037,319.703703703704,80.2592592592593,307.481481481481,80.2592592592593
"41",41,"2000","Douglas","130","0970","44","970","DOUGLAS","Georgia",44,970,0,"130","0970",1270,1031463.05849525,-364134.44594233,"G1300970","1300970",518665110.411,104435.243055,188.25,124.375,38,7526.625,348,25.125,323.125,140.5,196,282.25,89.5,1303.625,138.75,77.125,15,362.625,268,345,342.5
"42",42,"2000","Traill","380","0970","36","970","TRAILL","North Dakota",36,970,0,"380","0970",1182,-88138.1394313,1111639.81452647,"G3800970","3800970",2233905378.65,244324.781008,86.3421052631579,110.736842105263,23.8421052631579,12193.2105263158,319.315789473684,-135.184210526316,454.473684210526,209.657894736842,-76.3421052631579,237.894736842105,-76.3421052631579,529,94.3947368421053,11.7631578947368,57.9473684210526,235.105263157895,44.0526315789474,229.052631578947,44.0526315789474
"43",43,"2000","Sanborn","460","1110","37","1110","SANBORN","South Dakota",37,1110,0,"460","1110",2029,-167063.04300176,731976.93949483,"G4601110","4601110",1476819748.79,154009.57937,116.833333333333,121.833333333333,27.0416666666667,11510.625,342.166666666667,-97.5833333333333,439.791666666667,232.916666666667,-33.5833333333333,263.333333333333,-33.5833333333333,571.25,96,12.0833333333333,55.8333333333333,251.5,40,211.208333333333,40
"44",44,"2000","Mccurtain","400","0890","53","890","MCCURTAIN","Oklahoma",53,890,0,"400","0890",687,112516.91425452,-378227.78309038,"G4000890","4000890",4924451701.16,415432.098629,200.308823529412,136.779411764706,36.2352941176471,8256.04411764706,382.764705882353,10.9705882352941,371.647058823529,195.25,91.1617647058823,303.720588235294,91.1617647058823,1171.19117647059,130.323529411765,58.8970588235294,19.2647058823529,345.176470588235,240.735294117647,267.602941176471,240.735294117647
"45",45,"2000","Murray","400","0990","53","990","MURRAY","Oklahoma",53,990,0,"400","0990",691,-97318.85507447,-337345.07765989,"G4000990","4000990",1100570410.31,179956.446204,199.076923076923,132.153846153846,34.3846153846154,8756.07692307692,383.923076923077,4.84615384615385,379.230769230769,246.538461538462,84.5384615384615,309,84.5384615384615,881.846153846154,120.076923076923,35.3846153846154,35.2307692307692,297.461538461538,124.461538461538,214.692307692308,124.461538461538
"46",46,"2000","Elk","420","0470","14","470","ELK","Pennsylvania",14,470,0,"420","0470",1482,1431161.31674348,570823.15455404,"G4200470","4200470",2155462227.45,241691.128518,110.909090909091,116.575757575758,32.5757575757576,8513.87878787879,294.545454545455,-57.5757575757576,352.060606060606,201.242424242424,1.06060606060606,217.636363636364,0.696969696969697,1207.48484848485,133.30303030303,80.0606060606061,13.4545454545455,345.515151515152,264.606060606061,343.30303030303,264.69696969697
"47",47,"2000","Coahoma","280","0270","46","270","COAHOMA","Mississippi",46,270,0,"280","0270",2239,493174.87893289,-352198.08721433,"G2800270","2800270",1510341147.1,253770.682291,200.5,117.25,33.5,8409.45833333333,372.333333333333,27.9583333333333,344.416666666667,104.75,262.791666666667,305.916666666667,90.375,1266.125,154.375,62.375,22,371.875,231.125,276.875,362.291666666667
"48",48,"2000","Itasca","270","0610","33","610","ITASCA","Minnesota",33,610,0,"270","0610",2104,179572.56324092,1119408.99849975,"G2700610","2700610",7582684452.44,436751.388649,72.1068702290076,116.236641221374,25.2748091603053,11750.0916030534,296.664122137405,-154.687022900763,451.312977099237,212.885496183206,-90.1145038167939,215.458015267176,-90.4961832061069,697.229007633588,105.87786259542,14,53.1526717557252,290.87786259542,62.1374045801527,290.81679389313,62.1374045801527
"49",49,"2000","Lincoln","350","0270","66","270","LINCOLN","New Mexico",66,270,0,"350","0270",2441,-868777.97136678,-377045.24140408,"G3500270","3500270",12513041557.6,546233.88577,160.689024390244,176.030487804878,47.9268292682927,7451.4756097561,346.65243902439,-16.890243902439,363.560975609756,248.609756097561,103.932926829268,257.932926829268,68.5121951219512,295.859756097561,77.1341463414634,7.54268292682927,78.8658536585366,168.042682926829,30.3719512195122,144.280487804878,36.0426829268293
"50",50,"2000","Rice","200","1590","32","1590","RICE","Kansas",32,1590,0,"200","1590",1068,-190538.90595817,97147.33812239,"G2001590","2001590",1886279046.54,178245.246447,164.714285714286,130.821428571429,31.5357142857143,10226.7857142857,371.464285714286,-37.2142857142857,408.75,267.607142857143,32.6071428571429,294.535714285714,32.6071428571429,692.321428571429,91.2142857142857,15.4642857142857,44.3571428571429,262.321428571429,60.7857142857143,252.857142857143,60.7857142857143
"51",51,"2000","Meriwether","130","1990","44","1990","MERIWETHER","Georgia",44,1990,0,"130","1990",1314,1047487.6411628,-436548.77783149,"G1301990","1301990",1308846232.2,164415.420755,197.35,131.45,40.05,7193.85,354.9,31.05,323.75,152,206.05,286.3,101.95,1274.35,134,73.55,16.7,359.15,257.8,349.35,339.95
"52",52,"2000","Bailey","480","0170","49","170","BAILEY","Texas",49,170,0,"480","0170",1649,-625167.33232412,-361695.22070575,"G4800170","4800170",2142923848.22,187950.874375,179.222222222222,171.722222222222,45.1111111111111,8083.33333333333,363.666666666667,-12.75,376.333333333333,271.222222222222,82.5555555555556,282.555555555556,75.8333333333333,369.694444444444,69.3055555555556,9.27777777777778,62.6111111111111,177,32,162.194444444444,32.0555555555556
"53",53,"2000","Kane","490","0250","67","250","KANE","Utah",67,250,0,"490","0250",1419,-1388859.92123874,92414.8225844,"G4900250","4900250",10640968206.5,556518.303716,143.157894736842,156.434210526316,40.0723684210526,8324.92763157895,355.243421052632,-30.7631578947368,386.098684210526,213.427631578947,173.868421052632,254.815789473684,43.8223684210526,266.730263157895,55.0921052631579,5.57236842105263,52.1578947368421,106.375,29.2236842105263,80.4539473684211,68.0789473684211
"54",54,"2000","Bennett","460","0070","37","70","BENNETT","South Dakota",37,70,0,"460","0070",1983,-457715.62174534,651336.13348191,"G4600070","4600070",3083601880.51,230071.07742,120.02,145.48,33.8,10246.4,351.62,-72.84,424.54,221.82,-6.3,254.62,-6.3,471.52,86.78,9.02,63.36,230.1,30.54,197.88,30.54
"55",55,"2000","Edwards","200","0470","32","470","EDWARDS","Kansas",32,470,0,"200","0470",1020,-288456.22165664,48465.73183668,"G2000470","2000470",1611232185.4,176921.024284,165.875,139.666666666667,33.5,10045.75,374.041666666667,-36.25,410.333333333333,267.458333333333,37.0416666666667,294.208333333333,37.0416666666667,586.958333333333,83.0833333333333,13.125,45.75,231.375,54.7083333333333,229.875,54.7083333333333
"56",56,"2000","Williams","390","1710","24","1710","WILLIAMS","Ohio",24,1710,0,"390","1710",2892,942448.75719114,511580.76296033,"G3901710","3901710",1095695047.02,137945.211648,128.3125,111.875,30,9465.5625,322.75,-46.8125,369.75,177.6875,15,247.875,5.1875,929.5625,94.8125,53.1875,17.25,270.75,181.875,262.125,187.25
"57",57,"2000","Logan","540","0450","56","450","LOGAN","West Virginia",56,450,0,"540","0450",1865,1221695.9448223,127720.7800352,"G5400450","5400450",1180026870.14,232399.72744,150.388888888889,123.666666666667,35.8333333333333,8309.72222222222,322.944444444444,-16.8333333333333,339.833333333333,234.055555555556,178.611111111111,254.722222222222,41.3888888888889,1252.83333333333,130,73.5555555555556,13.3333333333333,356.277777777778,274.944444444444,346.722222222222,295.055555555556
"58",58,"2000","Union","190","1750","31","1750","UNION","Iowa",31,1750,0,"190","1750",990,146595.29584629,396657.67552366,"G1901750","1901750",1103209915.62,134122.416282,135.611111111111,111.944444444444,27.5555555555556,10605.8333333333,336.611111111111,-62.3888888888889,399,243.166666666667,-4.72222222222222,267.111111111111,-4.72222222222222,900.777777777778,117.222222222222,23.5555555555556,43.3333333333333,322.166666666667,78.5555555555556,309.277777777778,78.5555555555556
"59",59,"2000","Plaquemines","220","0750","45","750","PLAQUEMINES","Louisiana",45,750,0,"220","0750",3075,617231.06788199,-877116.12790352,"G2200750","2200750",2832160549.77,3332273.67862,231.325,87.075,32.825,6111.975,351.625,90.75,260.875,301.175,184.95,303.275,148.975,1377.05,181.05,79.025,27.6,480.525,267.425,400.425,317.85
"60",60,"2000","Pawnee","310","1330","35","1330","PAWNEE","Nebraska",35,1330,0,"310","1330",2624,-20019.82015909,294942.47072446,"G3101330","3101330",1121332174.75,135065.743111,148,124.388888888889,30,10508.2777777778,353.055555555556,-55.9444444444444,409.055555555556,254.666666666667,10.6666666666667,280.5,10.6666666666667,843.277777777778,113.888888888889,21.8888888888889,44.9444444444444,319.222222222222,72.7222222222222,309.944444444444,72.7222222222222
"61",61,"2000","Delaware","400","0410","53","410","DELAWARE","Oklahoma",53,410,0,"400","0410",667,106394.11517628,-121681.46353155,"G4000410","4000410",2052125471.64,189012.56724,183.9,126.333333333333,33.8,8789.5,365.433333333333,-3.3,368.733333333333,197.233333333333,68.6,293.9,68.6,1108.06666666667,140.966666666667,46.7333333333333,26.1666666666667,340.366666666667,179.2,282.4,179.2
"62",62,"2000","Jackson","470","0870","54","870","JACKSON","Tennessee",54,870,0,"470","0870",1527,916419.0136712,-77981.0075928,"G4700870","4700870",827647012.839,142821.712868,172.363636363636,127.727272727273,36.8181818181818,8218.18181818182,344.909090909091,2.18181818181818,342.818181818182,81.5454545454545,235,275.090909090909,64.0909090909091,1429.45454545455,169.545454545455,76.2727272727273,19.6363636363636,391.090909090909,298.181818181818,357.090909090909,389.909090909091
"63",63,"2000","Nolan","480","3530","49","3530","NOLAN","Texas",49,3530,0,"480","3530",1575,-412640.58953588,-571621.13796838,"G4803530","4803530",2367098553.8,194413.154245,210,146.133333333333,40.7,7857.7,377.5,22.6,354.7,267.866666666667,105.4,307.6,105.4,539.366666666667,100.466666666667,20.0333333333333,49.1333333333333,218.733333333333,65.6333333333333,152.166666666667,65.6333333333333
"64",64,"2000","Geary","200","0610","32","610","GEARY","Kansas",32,610,0,"200","0610",1026,-64562.16255556,168641.21605814,"G2000610","2000610",1047378950.77,166444.737623,159.55,122.4,30,10270.85,358.75,-42.1,400.8,262.5,25.3,288.25,25.3,860.05,119.1,22.3,45.8,324.75,75.85,302.2,75.9
