"","PID","DECADE","NHGISNAM","NHGISST","NHGISCTY","ICPSRST","ICPSRCTY","ICPSRNAM","STATENAM","ICPSRSTI","ICPSRCTYI","ICPSRFIP","STATE","COUNTY","PID.1","X_CENTROID","Y_CENTROID","GISJOIN","GISJOIN2","SHAPE_AREA","SHAPE_LEN","bio1_mean","bio2_mean","bio3_mean","bio4_mean","bio5_mean","bio6_mean","bio7_mean","bio8_mean","bio9_mean","bio10_mean","bio11_mean","bio12_mean","bio13_mean","bio14_mean","bio15_mean","bio16_mean","bio17_mean","bio18_mean","bio19_mean"
"11",11,"2000","Grayson","480","1810","49","1810","GRAYSON","Texas",49,1810,0,"480","1810",1719,-62424.16804244,-433290.35354655,"G4801810","4801810",2536123811.01,242608.326442,190.7,120.1,34.4666666666667,8150.96666666667,357.1,13.7333333333333,343.533333333333,233.233333333333,85.7666666666667,290.9,82.6666666666667,997.833333333333,127.366666666667,53.8,24.4,340.2,191.733333333333,242.133333333333,191.933333333333
"12",12,"2000","Mitchell","200","1230","32","1230","MITCHELL","Kansas",32,1230,0,"200","1230",1053,-188538.0143773,214387.64771905,"G2001230","2001230",1861223431.19,173446.792484,137.821428571429,140.5,31.4642857142857,10515.5357142857,360.5,-79.4642857142857,440.214285714286,243.357142857143,-0.678571428571429,271.214285714286,-0.678571428571429,671.107142857143,96.3571428571429,17.6428571428571,46.7142857142857,262.357142857143,58.25,242.142857142857,58.25
"13",13,"2000","Bienville","220","0130","45","130","BIENVILLE","Louisiana",45,130,0,"220","0130",216,275621.3432225,-572037.29736455,"G2200130","2200130",2128393205.43,242374.715335,193.62962962963,129.074074074074,38.7777777777778,7371.51851851852,353.111111111111,25.037037037037,328.148148148148,106.037037037037,248.740740740741,284.666666666667,95.2592592592593,1502.18518518519,158.592592592593,96.5555555555556,14.7777777777778,430.592592592593,305.37037037037,357.518518518519,424.925925925926
"14",14,"2000","Wayne","420","1270","14","1270","WAYNE","Pennsylvania",14,1270,0,"420","1270",931,1697713.97531393,650373.14996212,"G4201270","4201270",1943867869.9,261762.073442,95.8333333333333,116.6,31.1333333333333,8930.1,281.733333333333,-86.5333333333333,368.1,142.233333333333,-13.8,206.6,-22.4666666666667,1216.1,123.866666666667,84.2333333333333,12.6666666666667,347.1,268.666666666667,313.566666666667,279.833333333333
"15",15,"2000","Harnett","370","0850","47","850","HARNETT","North Carolina",47,850,0,"370","0850",1090,1534834.54884096,-100015.52412767,"G3700850","3700850",1557371624.39,179006.888999,177.285714285714,125.809523809524,37.0952380952381,7661.28571428571,339.333333333333,5.95238095238095,333.428571428571,267,178.285714285714,273.285714285714,76.7619047619048,1314.85714285714,132,89.0476190476191,12.952380952381,376.428571428571,294.095238095238,355.952380952381,326.52380952381
"16",16,"2000","Barron","550","0050","25","50","BARRON/DALLAS","Wisconsin",25,50,0,"550","0050",1896,324751.42783122,893142.59761328,"G5500050","5500050",2305106414.3,191958.152155,82.3488372093023,124.93023255814,26.7674418604651,11275.488372093,303.883720930233,-153.790697674419,457.720930232558,218.441860465116,-71.9069767441861,218.441860465116,-71.9069767441861,907.348837209302,132.93023255814,24.2790697674419,48.3488372093023,360.093023255814,86.2325581395349,360.116279069767,86.2325581395349
"17",17,"2000","Blanco","480","0310","49","310","BLANCO","Texas",49,310,0,"480","0310",1655,-230536.51701471,-804944.42799379,"G4800310","4800310",1847759021.67,176094.468254,203.208333333333,133.75,40.5416666666667,6993.58333333333,361.083333333333,35.0416666666667,326.041666666667,243.208333333333,110.5,288.666666666667,109.958333333333,793.958333333333,101.166666666667,43.625,25.4583333333333,255.916666666667,151.875,204.125,151.875
"18",18,"2000","Franklin","250","0110","3","110","FRANKLIN","Massachusetts",3,110,0,"250","0110",2759,1890396.1208912,803333.20263311,"G2500110","2500110",1877039173.66,252500.588034,96.3225806451613,123,31.0322580645161,9263.93548387097,292.354838709677,-98.5161290322581,390.806451612903,144.903225806452,18.6774193548387,212.064516129032,-26.9032258064516,1302.09677419355,130.096774193548,92.7741935483871,10.4193548387097,356.806451612903,300.483870967742,322.451612903226,313.709677419355
"19",19,"2000","Hand","460","0590","37","590","HAND","South Dakota",37,590,0,"460","0590",2823,-238172.63519951,792284.44161968,"G4600590","4600590",3730089659.42,253292.509828,92.0138888888889,135.75,28.4444444444444,11516.75,329.138888888889,-140.555555555556,469.625,208.055555555556,-60.7361111111111,236.013888888889,-60.7361111111111,508.986111111111,86.0972222222222,9.625,61.0416666666667,238.444444444444,33.8055555555556,206.041666666667,33.8055555555556
"20",20,"2000","Otsego","360","0770","13","770","OTSEGO","New York",13,770,0,"360","0770",2491,1695412.47609164,762772.69937584,"G3600770","3600770",2629077884.25,273752.58533,89.609756097561,114.926829268293,30.4878048780488,9059.43902439024,278.707317073171,-91.2926829268293,370.073170731707,137.219512195122,-22.6585365853659,202.09756097561,-29.3414634146341,1155.68292682927,121.658536585366,72.8048780487805,13.3658536585366,328.975609756098,242.878048780488,311.682926829268,247.292682926829
"21",21,"2000","Carroll","390","0190","24","190","CARROLL","Ohio",24,190,0,"390","0190",1194,1246431.74191297,443099.61306053,"G3900190","3900190",1033420238.2,144108.939181,120.722222222222,117.166666666667,32,8883.11111111111,306.388888888889,-55.0555555555556,361.5,210.277777777778,18.1111111111111,231.277777777778,3.33333333333333,1026.11111111111,108.555555555556,61.1666666666667,16.2222222222222,307,218.333333333333,301.166666666667,218.444444444444
"22",22,"2000","Addison","500","0010","6","10","ADDISON","Vermont",6,10,0,"500","0010",1434,1808438.20130728,949476.38664612,"G5000010","5000010",2093371534.47,224023.719169,88.875,116.5625,28.78125,9657.8125,287.375,-110.15625,397.65625,208.96875,-30.78125,208.96875,-39.375,1104.28125,113.15625,68.0625,15.5,316.0625,215.5625,316.0625,225.8125
"23",23,"2000","Anson","370","0070","47","70","ANSON","North Carolina",47,70,0,"370","0070",2514,1432765.43687344,-162799.67153627,"G3700070","3700070",1391165935.05,175375.133837,180.157894736842,130.736842105263,37.9473684210526,7690.84210526316,348.105263157895,7.15789473684211,341,138.947368421053,223,277.052631578947,79.3684210526316,1328.73684210526,140.263157894737,84.6315789473684,13.9473684210526,370.947368421053,282.631578947368,349.368421052632,337.894736842105
"24",24,"2000","Donley","480","1290","49","1290","DONLEY","Texas",49,1290,0,"480","1290",1697,-435759.21731178,-272823.64868046,"G4801290","4801290",2416588347.62,196703.019286,168.514285714286,155,38,8837.11428571429,368.428571428571,-34.4285714285714,402.914285714286,256.828571428571,52.5142857142857,279.085714285714,52.5142857142857,524.514285714286,86.4,13.8,51.1428571428571,216.114285714286,50.8857142857143,191.228571428571,50.8857142857143
"25",25,"2000","Giles","510","0710","40","710","GILES","Virginia",40,710,0,"510","0710",2659,1337061.64918206,86997.24850125,"G5100710","5100710",933430942.273,157449.55852,127.875,128.8125,36.875,7925.875,300.5625,-44.0625,344.5625,157.875,38.1875,227.0625,22.9375,1070.375,103.5625,75.6875,8.9375,291.125,244,279.9375,244.75
"26",26,"2000","Morehouse","220","0670","45","670","MOREHOUSE","Louisiana",45,670,0,"220","0670",239,390649.74593003,-514902.72167004,"G2200670","2200670",2085472779.07,264600.118644,192.407407407407,124.111111111111,37.6296296296296,7524.77777777778,351.074074074074,25.7777777777778,325.222222222222,107.888888888889,248.407407407407,285.555555555556,92.5555555555556,1531.22222222222,169.592592592593,83.5555555555556,19.4074074074074,450.62962962963,282.259259259259,345.962962962963,445.037037037037
"27",27,"2000","New Haven","090","0090","1","90","NEW HAVEN","Connecticut",1,90,0,"090","0090",271,1894967.36044423,669317.85178985,"G0900090","0900090",1603794383.32,331333.077881,121.62962962963,105.592592592593,29.7777777777778,8660.59259259259,300.259259259259,-49.0740740740741,349.259259259259,54.6296296296296,231.185185185185,231.444444444444,9.40740740740741,1326.96296296296,131.851851851852,81,11.8518518518519,362.851851851852,295.148148148148,295.148148148148,332.518518518519
"28",28,"2000","Johnson","290","1010","34","1010","JOHNSON","Missouri",34,1010,0,"290","1010",2343,188867.71702146,141623.27950967,"G2901010","2901010",2157530115.11,191563.679105,143.896551724138,121.689655172414,30,9749.75862068966,339,-58.9655172413793,398,222.758620689655,13.1034482758621,263.896551724138,13.1034482758621,1047.20689655172,127.724137931034,37.9310344827586,31.8965517241379,351.103448275862,133.758620689655,334.241379310345,133.793103448276
"29",29,"2000","Monroe","420","0890","14","890","MONROE","Pennsylvania",14,890,0,"420","0890",3025,1709048.05502536,585222.25673563,"G4200890","4200890",1599106256.12,198679.767114,105.111111111111,116.740740740741,31.4814814814815,8854.37037037037,292.666666666667,-72.4814814814815,365.148148148148,151.481481481481,-2.33333333333333,216.333333333333,-10.962962962963,1301.14814814815,125.592592592593,89.3333333333333,11.6296296296296,356.925925925926,293.592592592593,325.518518518519,304.925925925926
"30",30,"2000","Stephens","130","2570","44","2570","STEPHENS","Georgia",44,2570,0,"130","2570",3057,1153389.82247961,-252658.27213369,"G1302570","1302570",477156641.965,98617.8932658,172.5,130.5,39,7382.33333333333,335.333333333333,5.83333333333333,329.166666666667,88.1666666666667,218.833333333333,265,75.6666666666667,1645.5,187.5,111.833333333333,14.6666666666667,487.833333333333,360,390,447
"31",31,"2000","Clark","320","0030","65","30","CLARK","Nevada",65,30,0,"320","0030",2649,-1683061.49936795,24806.16862756,"G3200030","3200030",20954421480,736620.44901,187.003355704698,145.201342281879,36.761744966443,8827.31208053691,400.315436241611,10.6845637583893,389.56711409396,95.8053691275168,223.815436241611,304.895973154362,79.0939597315436,169.808724832215,24.258389261745,2.00671140939597,43.6879194630872,65.4127516778524,16.9765100671141,38.9261744966443,56.5
"32",32,"2000","Dakota","270","0370","33","370","DAKOTA","Minnesota",33,370,0,"270","0370",2094,232161.74002719,805961.6620859,"G2700370","2700370",1518576266.24,188146.389464,95.9545454545455,115.090909090909,25.3181818181818,11289.6818181818,311.909090909091,-134.590909090909,446.5,225.272727272727,-57.6363636363636,233.227272727273,-57.6363636363636,851.727272727273,130.818181818182,22.3181818181818,50.7272727272727,350.045454545455,73.3636363636364,349.409090909091,73.3636363636364
"33",33,"2000","Cameron","480","0610","49","610","CAMERON","Texas",49,610,0,"480","0610",1668,-154484.60643559,-1263666.83043746,"G4800610","4800610",2467719069.59,832884.623149,243.290322580645,96.1612903225806,40.1612903225806,5024.96774193548,350.774193548387,114.354838709677,236.387096774194,283,212.806451612903,302.096774193548,173.903225806452,680.516129032258,161.806451612903,20.8709677419355,62.7741935483871,311.483870967742,88.2258064516129,195.516129032258,103.806451612903
"34",34,"2000","Deuel","460","0390","37","390","DEUEL","South Dakota",37,390,0,"460","0390",1997,-52790.92039161,812384.60117709,"G4600390","4600390",1649071615.37,164994.80291,85.6666666666667,122.866666666667,26.0666666666667,11602.5666666667,312.733333333333,-150.166666666667,462.933333333333,203.9,-71.2333333333333,228.4,-71.2333333333333,657.233333333333,106.9,14.4333333333333,56.0333333333333,288.233333333333,46.8666666666667,276.8,46.8666666666667
"35",35,"2000","Chelan","530","0070","73","70","CHELAN","Washington",73,70,0,"530","0070",1815,-1835492.19956289,1395827.39998288,"G5300070","5300070",7753403683,553279.298167,60.9852941176471,109.727941176471,33.8823529411765,7182.375,244.691176470588,-73.4117647058823,318.080882352941,-23.3088235294118,152.514705882353,154.272058823529,-29.3088235294118,970.897058823529,164.455882352941,20.5441176470588,59.0294117647059,467.764705882353,90.6397058823529,96.1764705882353,422.897058823529
"36",36,"2000","Benton","530","0050","73","50","BENTON","Washington",73,50,0,"530","0050",1814,-1798783.78412299,1200248.92237312,"G5300050","5300050",4558621056.99,304119.054746,125.616438356164,128.534246575342,37.2876712328767,7558.86301369863,324.041095890411,-17.2328767123288,341.232876712329,34.5342465753425,220.712328767123,224.479452054795,29.7397260273973,230.547945205479,35.3698630136986,4.63013698630137,45.5616438356164,98.2602739726027,24.5616438356164,25.2876712328767,87.1780821917808
"37",37,"2000","Richland","220","0830","45","830","RICHLAND","Louisiana",45,830,0,"220","0830",75,396184.62159514,-559607.53263562,"G2200830","2200830",1462082498.41,266957.013824,197.25,121.45,37.95,7331.85,351.95,36.1,315.75,115,251.1,287.85,100.25,1528.05,171.55,84.3,19.9,455.3,285.6,342.75,450.15
"38",38,"2000","St Clair","010","1150","41","1150","ST CLAIR","Alabama",41,1150,0,"010","1150",491,889767.20204423,-378211.29150643,"G0101150","0101150",1692864873.74,248502.128731,179.32,133.28,39,7633.4,344.92,7.4,337.64,95.72,221.24,274.48,78.52,1574.44,196.84,85.24,20.68,491.8,323.76,350.2,436.36
"39",39,"2000","Transylvania","370","1750","47","1750","TRANSYLVANIA","North Carolina",47,1750,0,"370","1750",1130,1187999.6332743,-174721.03803716,"G3701750","3701750",985649293.611,164822.055274,140.266666666667,130.066666666667,39.4,7228.2,299.533333333333,-25.9333333333333,325.466666666667,56.6666666666667,180.2,230.733333333333,45.5333333333333,2002.06666666667,210.2,144.733333333333,10.8666666666667,531.333333333333,451.133333333333,492.2,502
"40",40,"2000","Winona","270","1690","33","1690","WINONA","Minnesota",33,1690,0,"270","1690",2225,337284.71743876,733559.05049068,"G2701690","2701690",1661693826.49,184712.255501,93.037037037037,119.333333333333,26.6296296296296,11001.8518518519,307.851851851852,-134.592592592593,442.333333333333,205.444444444444,-57.3703703703704,227,-57.3703703703704,899.703703703704,124.962962962963,24.3333333333333,46.7777777777778,346.703703703704,83.037037037037,341.148148148148,83.0740740740741
"41",41,"2000","Douglas","130","0970","44","970","DOUGLAS","Georgia",44,970,0,"130","0970",1270,1031463.05849525,-364134.44594233,"G1300970","1300970",518665110.411,104435.243055,175.875,128,38.5,7473.75,336,9.125,327.125,91.25,182.5,269.625,77.875,1509.25,178.625,93,17.875,463.5,308.25,353.25,418.375
"42",42,"2000","Traill","380","0970","36","970","TRAILL","North Dakota",36,970,0,"380","0970",1182,-88138.1394313,1111639.81452647,"G3800970","3800970",2233905378.65,244324.781008,70.0263157894737,120.473684210526,24.4473684210526,12333.9473684211,305.421052631579,-176.868421052632,482.263157894737,194.578947368421,-97.2368421052632,220.552631578947,-97.2368421052632,549.842105263158,95.8947368421053,12.5526315789474,61.3684210526316,256.842105263158,42.1052631578947,243.631578947368,42.1052631578947
"43",43,"2000","Sanborn","460","1110","37","1110","SANBORN","South Dakota",37,1110,0,"460","1110",2029,-167063.04300176,731976.93949483,"G4601110","4601110",1476819748.79,154009.57937,99.75,129.5,27.3333333333333,11513.7916666667,330.166666666667,-133.541666666667,463.75,216.375,-54.0416666666667,243,-54.0416666666667,580.416666666667,92.2916666666667,11.8333333333333,55.375,254.375,42.4166666666667,221.208333333333,42.4166666666667
"44",44,"2000","Mccurtain","400","0890","53","890","MCCURTAIN","Oklahoma",53,890,0,"400","0890",687,112516.91425452,-378227.78309038,"G4000890","4000890",4924451701.16,415432.098629,181.132352941176,133.5,37.5588235294118,7924.69117647059,351.602941176471,0.397058823529412,351.323529411765,178.529411764706,189.323529411765,278.838235294118,75.4705882352941,1366.52941176471,150.25,80.25,17.1176470588235,416.573529411765,290.823529411765,315.735294117647,302.25
"45",45,"2000","Murray","400","0990","53","990","MURRAY","Oklahoma",53,990,0,"400","0990",691,-97318.85507447,-337345.07765989,"G4000990","4000990",1100570410.31,179956.446204,179.230769230769,130.846153846154,34.9230769230769,8541.46153846154,357.307692307692,-11.3846153846154,368.846153846154,223.538461538462,66,284.384615384615,66,928.230769230769,133.923076923077,43.7692307692308,31.1538461538462,336.076923076923,151,228.769230769231,151
"46",46,"2000","Elk","420","0470","14","470","ELK","Pennsylvania",14,470,0,"420","0470",1482,1431161.31674348,570823.15455404,"G4200470","4200470",2155462227.45,241691.128518,96,120.575757575758,32.4848484848485,8777.21212121212,285.545454545455,-80.030303030303,365.575757575758,190.545454545455,-20.030303030303,204.515151515152,-20.5757575757576,1184.12121212121,135.818181818182,78.3333333333333,15,347.545454545455,254.30303030303,346.272727272727,254.515151515152
"47",47,"2000","Coahoma","280","0270","46","270","COAHOMA","Mississippi",46,270,0,"280","0270",2239,493174.87893289,-352198.08721433,"G2800270","2800270",1510341147.1,253770.682291,184.208333333333,116.416666666667,34.125,8105.125,349.916666666667,13.875,336.125,133.583333333333,244.583333333333,284.291666666667,76.6666666666667,1497.58333333333,163.458333333333,78.3333333333333,21.9166666666667,441.291666666667,251,328.75,426.333333333333
"48",48,"2000","Itasca","270","0610","33","610","ITASCA","Minnesota",33,610,0,"270","0610",2104,179572.56324092,1119408.99849975,"G2700610","2700610",7582684452.44,436751.388649,57.1984732824427,127.038167938931,25.9160305343511,11881.6870229008,283.618320610687,-195.931297709924,479.519083969466,196.87786259542,-106.519083969466,200.251908396947,-106.519083969466,750.854961832061,118.297709923664,15,56.2977099236641,329.114503816794,60.9160305343511,329,60.9160305343511
"49",49,"2000","Lincoln","350","0270","66","270","LINCOLN","New Mexico",66,270,0,"350","0270",2441,-868777.97136678,-377045.24140408,"G3500270","3500270",12513041557.6,546233.88577,143.621951219512,173.05487804878,44.4329268292683,7927.14634146341,342.75,-42.5060975609756,385.268292682927,235.469512195122,96.890243902439,245.90243902439,43.530487804878,306.743902439024,66.8658536585366,11.5,63.5670731707317,153.75,42.109756097561,144.048780487805,47.8109756097561
"50",50,"2000","Rice","200","1590","32","1590","RICE","Kansas",32,1590,0,"200","1590",1068,-190538.90595817,97147.33812239,"G2001590","2001590",1886279046.54,178245.246447,146.428571428571,134.464285714286,31.3214285714286,10176.0714285714,358.5,-63.0714285714286,421.607142857143,247.464285714286,12.4642857142857,274.964285714286,12.4642857142857,683.964285714286,93.7142857142857,16.4642857142857,43.7142857142857,266,64.6428571428571,244.178571428571,64.6428571428571
"51",51,"2000","Meriwether","130","1990","44","1990","MERIWETHER","Georgia",44,1990,0,"130","1990",1314,1047487.6411628,-436548.77783149,"G1301990","1301990",1308846232.2,164415.420755,185,134.75,40.95,7132.15,341.9,17.2,324.6,104,191.95,273.8,90.95,1493.35,178.7,91,19.1,463.8,298.5,358.25,426.2
"52",52,"2000","Bailey","480","0170","49","170","BAILEY","Texas",49,170,0,"480","0170",1649,-625167.33232412,-361695.22070575,"G4800170","4800170",2142923848.22,187950.874375,160.194444444444,170.25,42.0833333333333,8395.27777777778,358.027777777778,-41.1944444444444,399.166666666667,266.111111111111,51.7222222222222,266.111111111111,51.7222222222222,398.888888888889,68.6666666666667,12.2222222222222,55.5555555555556,176.055555555556,40.0277777777778,176.055555555556,40.0277777777778
"53",53,"2000","Kane","490","0250","67","250","KANE","Utah",67,250,0,"490","0250",1419,-1388859.92123874,92414.8225844,"G4900250","4900250",10640968206.5,556518.303716,125.809210526316,157.572368421053,38.4210526315789,8718,348.039473684211,-57.2434210526316,405.263157894737,157.105263157895,163.243421052632,240.907894736842,16.8157894736842,267.986842105263,37.9802631578947,7.08552631578947,33.5789473684211,88.7434210526316,38.6447368421053,68.2302631578947,72.4671052631579
"54",54,"2000","Bennett","460","0070","37","70","BENNETT","South Dakota",37,70,0,"460","0070",1983,-457715.62174534,651336.13348191,"G4600070","4600070",3083601880.51,230071.07742,103.14,149.6,33.2,10268.24,338.62,-104.84,443.54,205.44,-26.9,236,-26.9,459.76,80.16,8.04,65.54,231.3,30.48,197.42,30.48
"55",55,"2000","Edwards","200","0470","32","470","EDWARDS","Kansas",32,470,0,"200","0470",1020,-288456.22165664,48465.73183668,"G2000470","2000470",1611232185.4,176921.024284,147.208333333333,143.083333333333,33.1666666666667,10012.9583333333,361.916666666667,-62.25,424.208333333333,246.875,16.5416666666667,273.958333333333,16.5416666666667,599.125,86.75,14.2916666666667,46.2083333333333,244.666666666667,57.2916666666667,223.833333333333,57.2916666666667
"56",56,"2000","Williams","390","1710","24","1710","WILLIAMS","Ohio",24,1710,0,"390","1710",2892,942448.75719114,511580.76296033,"G3901710","3901710",1095695047.02,137945.211648,114.4375,115.4375,30,9465.75,310.75,-67.0625,378,164.8125,-10.9375,232,-10.9375,948.1875,102.1875,52.625,18.6875,288.1875,180.3125,275.3125,180.3125
"57",57,"2000","Logan","540","0450","56","450","LOGAN","West Virginia",56,450,0,"540","0450",1865,1221695.9448223,127720.7800352,"G5400450","5400450",1180026870.14,232399.72744,138.111111111111,130.388888888889,36.2777777777778,8319.55555555555,314.944444444444,-39.0555555555556,353.944444444444,221.666666666667,149.111111111111,241.277777777778,27.6111111111111,1258.11111111111,135.888888888889,71.3888888888889,14.1111111111111,356.5,261.611111111111,350.944444444444,308.055555555556
"58",58,"2000","Union","190","1750","31","1750","UNION","Iowa",31,1750,0,"190","1750",990,146595.29584629,396657.67552366,"G1901750","1901750",1103209915.62,134122.416282,120,118.888888888889,28,10503.2222222222,325.166666666667,-93.2222222222222,418.388888888889,226.555555555556,-22.7222222222222,248.555555555556,-22.7222222222222,886.5,120,23.7222222222222,43.4444444444444,316,81.5555555555556,312.388888888889,81.5555555555556
"59",59,"2000","Plaquemines","220","0750","45","750","PLAQUEMINES","Louisiana",45,750,0,"220","0750",3075,617231.06788199,-877116.12790352,"G2200750","2200750",2832160549.77,3332273.67862,219.95,86.625,34.225,5972.925,334.425,85.25,249.175,287.775,228.275,290.425,139.375,1769.1,254.375,93.025,32.825,673.325,322.775,586.05,415.425
"60",60,"2000","Pawnee","310","1330","35","1330","PAWNEE","Nebraska",35,1330,0,"310","1330",2624,-20019.82015909,294942.47072446,"G3101330","3101330",1121332174.75,135065.743111,131.055555555556,128,29.9444444444444,10381.1111111111,341.055555555556,-82.3888888888889,423.444444444444,236.666666666667,-7.05555555555556,260.777777777778,-7.05555555555556,831.944444444444,114.111111111111,21.9444444444444,44.7222222222222,309.166666666667,74.8888888888889,307.055555555556,74.8888888888889
"61",61,"2000","Delaware","400","0410","53","410","DELAWARE","Oklahoma",53,410,0,"400","0410",667,106394.11517628,-121681.46353155,"G4000410","4000410",2052125471.64,189012.56724,166.366666666667,127,33.6333333333333,8674.56666666667,348.133333333333,-23.4666666666667,371.633333333333,212.033333333333,50.7333333333333,273.533333333333,50.7333333333333,1181.03333333333,130.5,57.8,22.9333333333333,368.166666666667,202.7,300.533333333333,202.7
"62",62,"2000","Jackson","470","0870","54","870","JACKSON","Tennessee",54,870,0,"470","0870",1527,916419.0136712,-77981.0075928,"G4700870","4700870",827647012.839,142821.712868,160.090909090909,132.636363636364,36.9090909090909,8203.09090909091,334.909090909091,-20,354.909090909091,106.363636363636,223.545454545455,261.545454545455,50.5454545454545,1491.81818181818,159,78.1818181818182,16.7272727272727,420.090909090909,302,351.181818181818,413.545454545455
"63",63,"2000","Nolan","480","3530","49","3530","NOLAN","Texas",49,3530,0,"480","3530",1575,-412640.58953588,-571621.13796838,"G4803530","4803530",2367098553.8,194413.154245,190.366666666667,143.666666666667,39.7,7907.03333333333,360.5,1.8,358.533333333333,247.233333333333,86.9,286.7,83.9333333333333,558.533333333333,78.2,23.5666666666667,36.4666666666667,195.8,81.2,171.833333333333,81.3
"64",64,"2000","Geary","200","0610","32","610","GEARY","Kansas",32,610,0,"200","0610",1026,-64562.16255556,168641.21605814,"G2000610","2000610",1047378950.77,166444.737623,141.85,125.75,29.95,10166.95,345.75,-67.55,413.25,243.05,6.25,268.7,6.25,834.3,123.95,22.9,44.15,318.1,78.05,294.4,78.05
