"","PID","DECADE","NHGISNAM","NHGISST","NHGISCTY","ICPSRST","ICPSRCTY","ICPSRNAM","STATENAM","ICPSRSTI","ICPSRCTYI","ICPSRFIP","STATE","COUNTY","PID.1","X_CENTROID","Y_CENTROID","GISJOIN","GISJOIN2","SHAPE_AREA","SHAPE_LEN","bio1_mean","bio2_mean","bio3_mean","bio4_mean","bio5_mean","bio6_mean","bio7_mean","bio8_mean","bio9_mean","bio10_mean","bio11_mean","bio12_mean","bio13_mean","bio14_mean","bio15_mean","bio16_mean","bio17_mean","bio18_mean","bio19_mean"
"11",11,"2000","Grayson","480","1810","49","1810","GRAYSON","Texas",49,1810,0,"480","1810",1719,-62424.16804244,-433290.35354655,"G4801810","4801810",2536123811.01,242608.326442,205.533333333333,121.566666666667,33.5333333333333,8394.83333333333,381.533333333333,24.1,357.6,201.666666666667,96.5666666666667,311,96.5666666666667,968.233333333333,147.933333333333,45.1,34.9666666666667,338.833333333333,154.033333333333,196.2,154.033333333333
"12",12,"2000","Mitchell","200","1230","32","1230","MITCHELL","Kansas",32,1230,0,"200","1230",1053,-188538.0143773,214387.64771905,"G2001230","2001230",1861223431.19,173446.792484,149.821428571429,151.178571428571,31.8928571428571,10866.8928571429,389.892857142857,-76.1785714285714,466.214285714286,248.214285714286,9.21428571428571,287.607142857143,9.21428571428571,678.392857142857,118.928571428571,16.8928571428571,56.6428571428571,296.142857142857,58.3571428571429,230.535714285714,58.3571428571429
"13",13,"2000","Bienville","220","0130","45","130","BIENVILLE","Louisiana",45,130,0,"220","0130",216,275621.3432225,-572037.29736455,"G2200130","2200130",2128393205.43,242374.715335,205.074074074074,134.518518518519,39.4444444444444,7450.85185185185,367.703703703704,31.2222222222222,336.555555555556,126.444444444444,292.37037037037,297.037037037037,106.592592592593,1349.74074074074,152.222222222222,74,20.2222222222222,401.962962962963,266.185185185185,268.407407407407,363.074074074074
"14",14,"2000","Wayne","420","1270","14","1270","WAYNE","Pennsylvania",14,1270,0,"420","1270",931,1697713.97531393,650373.14996212,"G4201270","4201270",1943867869.9,261762.073442,98.9,122.533333333333,31.7,9183.9,293.833333333333,-87.1,380.766666666667,214.266666666667,-22.4333333333333,214.266666666667,-22.4333333333333,1274.16666666667,124.033333333333,84.1666666666667,12.4666666666667,367.733333333333,266.066666666667,367.733333333333,266.066666666667
"15",15,"2000","Harnett","370","0850","47","850","HARNETT","North Carolina",47,850,0,"370","0850",1090,1534834.54884096,-100015.52412767,"G3700850","3700850",1557371624.39,179006.888999,182.142857142857,129.619047619048,38.3809523809524,7591.66666666667,342.333333333333,9.95238095238095,332.47619047619,271,94.7142857142857,276.47619047619,81.2857142857143,1301.42857142857,155.714285714286,73.8095238095238,24.3333333333333,433.095238095238,230.142857142857,427.190476190476,263.142857142857
"16",16,"2000","Barron","550","0050","25","50","BARRON/DALLAS","Wisconsin",25,50,0,"550","0050",1896,324751.42783122,893142.59761328,"G5500050","5500050",2305106414.3,191958.152155,91.8139534883721,125.906976744186,26.8604651162791,11688.511627907,326.093023255814,-132.860465116279,459.023255813953,235.139534883721,-63.2093023255814,236.232558139535,-63.2093023255814,813.604651162791,100.744186046512,26.2093023255814,39.2558139534884,297.627906976744,88.4186046511628,297.53488372093,88.4186046511628
"17",17,"2000","Blanco","480","0310","49","310","BLANCO","Texas",49,310,0,"480","0310",1655,-230536.51701471,-804944.42799379,"G4800310","4800310",1847759021.67,176094.468254,216.375,135.5,41.125,6889.58333333333,371,44.9583333333333,326.041666666667,256.791666666667,125.041666666667,300.708333333333,125.041666666667,739.666666666667,97.375,26.4583333333333,34.7083333333333,250.416666666667,113,188,113
"18",18,"2000","Franklin","250","0110","3","110","FRANKLIN","Massachusetts",3,110,0,"250","0110",2759,1890396.1208912,803333.20263311,"G2500110","2500110",1877039173.66,252500.588034,99.5161290322581,127.225806451613,31.1935483870968,9588.77419354839,305.903225806452,-95.7096774193548,401.548387096774,221.032258064516,-26.8709677419355,221.032258064516,-26.8709677419355,1354.22580645161,124.774193548387,95.4193548387097,8.12903225806452,367.064516129032,304.709677419355,367.064516129032,304.709677419355
"19",19,"2000","Hand","460","0590","37","590","HAND","South Dakota",37,590,0,"460","0590",2823,-238172.63519951,792284.44161968,"G4600590","4600590",3730089659.42,253292.509828,104.013888888889,138.5,28.1388888888889,12248.7916666667,360.097222222222,-123.75,483.833333333333,169.722222222222,-52.0416666666667,260.111111111111,-52.0416666666667,474.333333333333,73.4305555555556,8.70833333333333,53.9027777777778,205.833333333333,35.9583333333333,168.611111111111,35.9583333333333
"20",20,"2000","Otsego","360","0770","13","770","OTSEGO","New York",13,770,0,"360","0770",2491,1695412.47609164,762772.69937584,"G3600770","3600770",2629077884.25,273752.58533,92.219512195122,120.317073170732,30.8780487804878,9364.51219512195,291.829268292683,-92.3170731707317,384.219512195122,210.341463414634,-30.0975609756098,210.341463414634,-30.0975609756098,1217.65853658537,120.09756097561,71.219512195122,13.8292682926829,346.756097560976,243.731707317073,346.756097560976,243.731707317073
"21",21,"2000","Carroll","390","0190","24","190","CARROLL","Ohio",24,190,0,"390","0190",1194,1246431.74191297,443099.61306053,"G3900190","3900190",1033420238.2,144108.939181,126.055555555556,124.833333333333,33,9008.11111111111,319.444444444444,-51.5,371,216.722222222222,7.55555555555556,239.055555555556,7.55555555555556,1074.05555555556,128.833333333333,62.3333333333333,22.7222222222222,331.111111111111,209.666666666667,321.277777777778,209.666666666667
"22",22,"2000","Addison","500","0010","6","10","ADDISON","Vermont",6,10,0,"500","0010",1434,1808438.20130728,949476.38664612,"G5000010","5000010",2093371534.47,224023.719169,91.78125,120.625,28.65625,10024.40625,303.375,-109.1875,412.6875,216.90625,-37.84375,218.5625,-40,1143.28125,131.25,65.90625,17.3125,338.8125,225.625,338.75,225.8125
"23",23,"2000","Anson","370","0070","47","70","ANSON","North Carolina",47,70,0,"370","0070",2514,1432765.43687344,-162799.67153627,"G3700070","3700070",1391165935.05,175375.133837,186.210526315789,135.105263157895,39.1052631578947,7611.94736842105,351.210526315789,11.1578947368421,340.105263157895,275.736842105263,95.8421052631579,280.894736842105,84.9473684210526,1302.15789473684,144.526315789474,70.4210526315789,22.3157894736842,413.578947368421,238,408.210526315789,266.578947368421
"24",24,"2000","Donley","480","1290","49","1290","DONLEY","Texas",49,1290,0,"480","1290",1697,-435759.21731178,-272823.64868046,"G4801290","4801290",2416588347.62,196703.019286,182.571428571429,161.657142857143,38,8914.14285714286,392.057142857143,-28.3714285714286,420.457142857143,253.428571428571,67.7142857142857,295.857142857143,67.7142857142857,504.057142857143,101.314285714286,9.8,64.8857142857143,230.771428571429,35.5428571428571,172.428571428571,35.5714285714286
"25",25,"2000","Giles","510","0710","40","710","GILES","Virginia",40,710,0,"510","0710",2659,1337061.64918206,86997.24850125,"G5100710","5100710",933430942.273,157449.55852,134.6875,134.0625,38.0625,7961.3125,307.75,-40.5625,348.25,223.6875,42.5,233.75,28.75,1114.9375,133.8125,60.375,19.625,335.1875,211.625,331.9375,217.375
"26",26,"2000","Morehouse","220","0670","45","670","MOREHOUSE","Louisiana",45,670,0,"220","0670",239,390649.74593003,-514902.72167004,"G2200670","2200670",2085472779.07,264600.118644,202.777777777778,132.407407407407,38.7407407407407,7604.85185185185,366.925925925926,29.7777777777778,337.074074074074,123.074074074074,277.962962962963,297.074074074074,102.703703703704,1396.40740740741,160.444444444444,75.9259259259259,23.0740740740741,441.62962962963,254.148148148148,266.925925925926,384.074074074074
"27",27,"2000","New Haven","090","0090","1","90","NEW HAVEN","Connecticut",1,90,0,"090","0090",271,1894967.36044423,669317.85178985,"G0900090","0900090",1603794383.32,331333.077881,123.555555555556,108.111111111111,29.7037037037037,8896.2962962963,309.37037037037,-48.1111111111111,357.407407407407,117,15.5555555555556,237.074074074074,8.2962962962963,1354.48148148148,126.555555555556,98.3333333333333,6.77777777777778,353.851851851852,313.925925925926,347.814814814815,313.962962962963
"28",28,"2000","Johnson","290","1010","34","1010","JOHNSON","Missouri",34,1010,0,"290","1010",2343,188867.71702146,141623.27950967,"G2901010","2901010",2157530115.11,191563.679105,156.137931034483,127.586206896552,29.7241379310345,10138.7931034483,371.172413793103,-50.4827586206897,421.689655172414,211.241379310345,23.1034482758621,282.068965517241,23.1034482758621,1054.75862068966,137.758620689655,31.7241379310345,36.8965517241379,379.310344827586,131.379310344828,301.793103448276,131.379310344828
"29",29,"2000","Monroe","420","0890","14","890","MONROE","Pennsylvania",14,890,0,"420","0890",3025,1709048.05502536,585222.25673563,"G4200890","4200890",1599106256.12,198679.767114,108.740740740741,122.185185185185,31.9259259259259,9085.33333333333,304,-72.1851851851852,376.222222222222,223.296296296296,-10.3703703703704,223.814814814815,-10.3703703703704,1353.22222222222,136.888888888889,90.4074074074074,13.4814814814815,394.740740740741,282.481481481481,394.703703703704,282.481481481481
"30",30,"2000","Stephens","130","2570","44","2570","STEPHENS","Georgia",44,2570,0,"130","2570",3057,1153389.82247961,-252658.27213369,"G1302570","1302570",477156641.965,98617.8932658,178.833333333333,135.666666666667,40.6666666666667,7319.33333333333,340.333333333333,9.66666666666667,330.166666666667,101.833333333333,128.333333333333,269.166666666667,81.8333333333333,1612.66666666667,190.333333333333,96.6666666666667,16.3333333333333,471,326.333333333333,416.333333333333,377.333333333333
"31",31,"2000","Clark","320","0030","65","30","CLARK","Nevada",65,30,0,"320","0030",2649,-1683061.49936795,24806.16862756,"G3200030","3200030",20954421480,736620.44901,196.157718120805,152.546979865772,37.5503355704698,8852.41610738255,408.651006711409,7.66442953020134,400.963087248322,306.721476510067,235.197986577181,311.298657718121,86.3087248322148,173.204697986577,41.6510067114094,3.16778523489933,74.1073825503356,88.9731543624161,12.2348993288591,80.4530201342282,34.1879194630872
"32",32,"2000","Dakota","270","0370","33","370","DAKOTA","Minnesota",33,370,0,"270","0370",2094,232161.74002719,805961.6620859,"G2700370","2700370",1518576266.24,188146.389464,106.909090909091,115.272727272727,25.0454545454545,11914.6818181818,338,-113.409090909091,451.409090909091,237.590909090909,-49.3636363636364,255.181818181818,-49.3636363636364,746.909090909091,96.1363636363636,23.1818181818182,40.0454545454545,274.454545454545,76.8181818181818,274,76.8181818181818
"33",33,"2000","Cameron","480","0610","49","610","CAMERON","Texas",49,610,0,"480","0610",1668,-154484.60643559,-1263666.83043746,"G4800610","4800610",2467719069.59,832884.623149,252.387096774194,98.5161290322581,41.3548387096774,4852.61290322581,358.258064516129,123.193548387097,235.129032258065,289,204.483870967742,309.096774193548,185.58064516129,580.677419354839,123.741935483871,17.1935483870968,58.0967741935484,248.41935483871,74.3548387096774,152.741935483871,75.8387096774194
"34",34,"2000","Deuel","460","0390","37","390","DEUEL","South Dakota",37,390,0,"460","0390",1997,-52790.92039161,812384.60117709,"G4600390","4600390",1649071615.37,164994.80291,98.4,123.633333333333,25.8666666666667,12324.8333333333,342.866666666667,-127.933333333333,470.833333333333,224.166666666667,-61.2,254.066666666667,-61.2,579.533333333333,83.7,14.3666666666667,46.1333333333333,229.866666666667,49.3333333333333,210.066666666667,49.3333333333333
"35",35,"2000","Chelan","530","0070","73","70","CHELAN","Washington",73,70,0,"530","0070",1815,-1835492.19956289,1395827.39998288,"G5300070","5300070",7753403683,553279.298167,67.7058823529412,116.970588235294,32.7205882352941,8340.20588235294,275.691176470588,-75.5955882352941,351.25,-31.75,176.198529411765,178.044117647059,-31.9117647058824,977.272058823529,179.264705882353,12.9558823529412,69.4926470588235,488.264705882353,61.2573529411765,64.2941176470588,488.257352941176
"36",36,"2000","Benton","530","0050","73","50","BENTON","Washington",73,50,0,"530","0050",1814,-1798783.78412299,1200248.92237312,"G5300050","5300050",4558621056.99,304119.054746,135.534246575342,135.438356164384,35.6849315068493,8679.35616438356,356.082191780822,-17.7397260273973,373.780821917808,39.6027397260274,246.287671232877,250.150684931507,29.5205479452055,213.876712328767,35.6849315068493,3.12328767123288,51.972602739726,92,18.972602739726,22.4109589041096,90.6027397260274
"37",37,"2000","Richland","220","0830","45","830","RICHLAND","Louisiana",45,830,0,"220","0830",75,396184.62159514,-559607.53263562,"G2200830","2200830",1462082498.41,266957.013824,207.35,129.45,39.05,7399.45,367.6,40.2,327.25,130.1,293.35,299.1,110.35,1388.75,161.6,78.2,24.2,443,250.45,259.15,383.95
"38",38,"2000","St Clair","010","1150","41","1150","ST CLAIR","Alabama",41,1150,0,"010","1150",491,889767.20204423,-378211.29150643,"G0101150","0101150",1692864873.74,248502.128731,186.76,139.24,40.44,7568.32,352.6,12.64,340,107.68,134.04,280.2,86.48,1534.88,199.32,81.6,21.68,476.44,301.68,350.6,374.6
"39",39,"2000","Transylvania","370","1750","47","1750","TRANSYLVANIA","North Carolina",47,1750,0,"370","1750",1130,1187999.6332743,-174721.03803716,"G3701750","3701750",985649293.611,164822.055274,146.733333333333,135.133333333333,40.9333333333333,7170.86666666667,303.866666666667,-21.9333333333333,325.8,220.466666666667,64,235.4,51.7333333333333,2003.6,213.6,121.533333333333,15.0666666666667,550,418.2,541.2,433.533333333333
"40",40,"2000","Winona","270","1690","33","1690","WINONA","Minnesota",33,1690,0,"270","1690",2225,337284.71743876,733559.05049068,"G2701690","2701690",1661693826.49,184712.255501,103.62962962963,121.185185185185,26.6296296296296,11514.4444444444,333.555555555556,-114.740740740741,448.185185185185,247.518518518519,-48.2592592592593,247.518518518519,-48.2592592592593,815.888888888889,103.888888888889,26.1481481481481,38.7037037037037,287.62962962963,86.2222222222222,287.62962962963,86.2222222222222
"41",41,"2000","Douglas","130","0970","44","970","DOUGLAS","Georgia",44,970,0,"130","0970",1270,1031463.05849525,-364134.44594233,"G1300970","1300970",518665110.411,104435.243055,183,133.625,40.125,7424.75,343,14.125,329.125,145.625,130.5,274.75,84.5,1461.625,181.25,87.375,19,438.875,281.875,364,344.125
"42",42,"2000","Traill","380","0970","36","970","TRAILL","North Dakota",36,970,0,"380","0970",1182,-88138.1394313,1111639.81452647,"G3800970","3800970",2233905378.65,244324.781008,82.6315789473684,121.815789473684,25.1052631578947,12640.2368421053,331.157894736842,-145.263157894737,476.421052631579,212.157894736842,-82.5789473684211,241.026315789474,-82.5789473684211,496.210526315789,78.1578947368421,14.3421052631579,49.5526315789474,208.052631578947,47.8684210526316,199.947368421053,47.8684210526316
"43",43,"2000","Sanborn","460","1110","37","1110","SANBORN","South Dakota",37,1110,0,"460","1110",2029,-167063.04300176,731976.93949483,"G4601110","4601110",1476819748.79,154009.57937,112.458333333333,132.25,27,12282.2083333333,362,-117.333333333333,479.375,179.416666666667,-45,268.333333333333,-45,536.5,79.25,10.8333333333333,50.25,226.75,44.4166666666667,179.083333333333,44.4166666666667
"44",44,"2000","Mccurtain","400","0890","53","890","MCCURTAIN","Oklahoma",53,890,0,"400","0890",687,112516.91425452,-378227.78309038,"G4000890","4000890",4924451701.16,415432.098629,196.720588235294,132.720588235294,36.3235294117647,8165.10294117647,374.602941176471,13.4705882352941,361.205882352941,195.779411764706,164.558823529412,298.735294117647,89.5588235294118,1282.55882352941,171.338235294118,69.6323529411765,25.5294117647059,425.147058823529,250.411764705882,262.529411764706,254.647058823529
"45",45,"2000","Murray","400","0990","53","990","MURRAY","Oklahoma",53,990,0,"400","0990",691,-97318.85507447,-337345.07765989,"G4000990","4000990",1100570410.31,179956.446204,193.153846153846,134.153846153846,34.3076923076923,8805.76923076923,383.076923076923,-3.46153846153846,386.615384615385,237.923076923077,78.8461538461538,304.076923076923,78.8461538461538,942.076923076923,157.615384615385,37.3076923076923,42.9230769230769,347.461538461538,118.230769230769,202.769230769231,118.230769230769
"46",46,"2000","Elk","420","0470","14","470","ELK","Pennsylvania",14,470,0,"420","0470",1482,1431161.31674348,570823.15455404,"G4200470","4200470",2155462227.45,241691.128518,100.30303030303,127.545454545455,33.4848484848485,8910.09090909091,298.090909090909,-77.5757575757576,375.666666666667,211.818181818182,-17.4545454545455,211.818181818182,-17.4545454545455,1265.39393939394,136.939393939394,76.4545454545455,17.9393939393939,384.969696969697,254.393939393939,384.969696969697,254.393939393939
"47",47,"2000","Coahoma","280","0270","46","270","COAHOMA","Mississippi",46,270,0,"280","0270",2239,493174.87893289,-352198.08721433,"G2800270","2800270",1510341147.1,253770.682291,194,124.083333333333,35.25,8174.58333333333,365.166666666667,19.75,345.458333333333,196.875,253.833333333333,295.25,86.1666666666667,1397.79166666667,163.75,74.6666666666667,23.4583333333333,442.791666666667,240.916666666667,277.875,375.041666666667
"48",48,"2000","Itasca","270","0610","33","610","ITASCA","Minnesota",33,610,0,"270","0610",2104,179572.56324092,1119408.99849975,"G2700610","2700610",7582684452.44,436751.388649,64.8320610687023,127.778625954198,26.1908396946565,12249.8244274809,303.786259541985,-174.793893129771,478.541984732824,202,-99.1374045801527,215.618320610687,-99.1374045801527,685.152671755725,99.9083969465649,18.0534351145038,47.0458015267176,272.984732824427,67.1221374045802,271.671755725191,67.1221374045802
"49",49,"2000","Lincoln","350","0270","66","270","LINCOLN","New Mexico",66,270,0,"350","0270",2441,-868777.97136678,-377045.24140408,"G3500270","3500270",12513041557.6,546233.88577,154.646341463415,183.353658536585,47.2134146341463,7642.53048780488,348.335365853659,-36.0975609756098,384.44512195122,243.939024390244,80.2621951219512,253.256097560976,58.8719512195122,285.457317073171,55.1646341463415,7.66463414634146,66.280487804878,146.94512195122,28.7378048780488,134.390243902439,32.7865853658537
"50",50,"2000","Rice","200","1590","32","1590","RICE","Kansas",32,1590,0,"200","1590",1068,-190538.90595817,97147.33812239,"G2001590","2001590",1886279046.54,178245.246447,159.5,143.821428571429,31.4642857142857,10491.5714285714,391.607142857143,-58.4285714285714,450.107142857143,229.5,24.2142857142857,292.785714285714,24.2142857142857,694.892857142857,119.142857142857,19.2857142857143,54.9642857142857,298.857142857143,59.6428571428571,233.071428571429,59.6428571428571
"51",51,"2000","Meriwether","130","1990","44","1990","MERIWETHER","Georgia",44,1990,0,"130","1990",1314,1047487.6411628,-436548.77783149,"G1301990","1301990",1308846232.2,164415.420755,192.15,140.05,42.3,7061.4,349.9,22.7,327.1,176.15,142.7,278.65,98,1402.65,180.2,83.6,19.85,419.85,272.45,357.05,325.5
"52",52,"2000","Bailey","480","0170","49","170","BAILEY","Texas",49,170,0,"480","0170",1649,-625167.33232412,-361695.22070575,"G4800170","4800170",2142923848.22,187950.874375,172.666666666667,180.138888888889,43.9444444444444,8237.80555555555,370.388888888889,-35.3611111111111,405.638888888889,259.083333333333,67.3333333333333,277.472222222222,67.3333333333333,375.555555555556,59.9444444444444,8.13888888888889,62.3333333333333,168.027777777778,27.6944444444444,158.222222222222,27.7222222222222
"53",53,"2000","Kane","490","0250","67","250","KANE","Utah",67,250,0,"490","0250",1419,-1388859.92123874,92414.8225844,"G4900250","4900250",10640968206.5,556518.303716,133.828947368421,164.855263157895,39.0394736842105,8949.84210526316,355.342105263158,-62.2105263157895,417.546052631579,244.078947368421,175.717105263158,249.138157894737,21.7697368421053,250.013157894737,46.4407894736842,6.5,47.7763157894737,101.203947368421,24.5394736842105,84.9144736842105,58.8092105263158
"54",54,"2000","Bennett","460","0070","37","70","BENNETT","South Dakota",37,70,0,"460","0070",1983,-457715.62174534,651336.13348191,"G4600070","4600070",3083601880.51,230071.07742,111.2,154.98,33.56,10727.24,356.12,-98.68,454.78,216.5,-18.12,249.82,-22.02,490.06,95.42,9,65.54,237.92,33.52,199.4,33.56
"55",55,"2000","Edwards","200","0470","32","470","EDWARDS","Kansas",32,470,0,"200","0470",1020,-288456.22165664,48465.73183668,"G2000470","2000470",1611232185.4,176921.024284,161.458333333333,152.041666666667,33.125,10309.25,395.708333333333,-56.7083333333333,452.416666666667,261.041666666667,29.25,293.041666666667,29.25,590.916666666667,111.791666666667,15.8333333333333,59.7916666666667,269.333333333333,51.7916666666667,205.958333333333,51.7916666666667
"56",56,"2000","Williams","390","1710","24","1710","WILLIAMS","Ohio",24,1710,0,"390","1710",2892,942448.75719114,511580.76296033,"G3901710","3901710",1095695047.02,137945.211648,118.5625,125.8125,31.3125,9726.9375,326,-68.125,394.25,112,-8.75,240.875,-8.75,949.3125,105,51.9375,19.75,285.8125,190.25,265.375,190.25
"57",57,"2000","Logan","540","0450","56","450","LOGAN","West Virginia",56,450,0,"540","0450",1865,1221695.9448223,127720.7800352,"G5400450","5400450",1180026870.14,232399.72744,145.111111111111,136.277777777778,37.6111111111111,8385.72222222222,324.166666666667,-34.5,358.444444444444,228.444444444444,90.8333333333333,249.277777777778,33.7777777777778,1336.83333333333,166.555555555556,77.6111111111111,19.9444444444444,405.944444444444,269.888888888889,398,281.388888888889
"58",58,"2000","Union","190","1750","31","1750","UNION","Iowa",31,1750,0,"190","1750",990,146595.29584629,396657.67552366,"G1901750","1901750",1103209915.62,134122.416282,130.222222222222,126.944444444444,28.1666666666667,11015.2777777778,354.666666666667,-85.2222222222222,439.722222222222,239.833333333333,-15.0555555555556,267.5,-15.0555555555556,888.833333333333,122.944444444444,25.5,42.6111111111111,337.277777777778,85.7222222222222,294.333333333333,85.7222222222222
"59",59,"2000","Plaquemines","220","0750","45","750","PLAQUEMINES","Louisiana",45,750,0,"220","0750",3075,617231.06788199,-877116.12790352,"G2200750","2200750",2832160549.77,3332273.67862,225.8,88.05,35.425,5757.45,338.075,93.275,244.8,291.325,165.625,294.025,147.85,1414.15,189.975,65.6,32.075,503.4,264.4,400.525,268.1
"60",60,"2000","Pawnee","310","1330","35","1330","PAWNEE","Nebraska",35,1330,0,"310","1330",2624,-20019.82015909,294942.47072446,"G3101330","3101330",1121332174.75,135065.743111,143.055555555556,138.333333333333,30,10875.7222222222,375.777777777778,-77.0555555555556,452.777777777778,249.722222222222,2,279.777777777778,2,828.055555555556,124.611111111111,22.5555555555556,48.8888888888889,336.888888888889,73.8888888888889,283.888888888889,73.8888888888889
"61",61,"2000","Delaware","400","0410","53","410","DELAWARE","Oklahoma",53,410,0,"400","0410",667,106394.11517628,-121681.46353155,"G4000410","4000410",2052125471.64,189012.56724,179.566666666667,130.733333333333,33.0333333333333,8932.83333333333,375.6,-13.9666666666667,389.666666666667,225.533333333333,62.5333333333333,291.6,62.5333333333333,1177.13333333333,148.7,53.0333333333333,30.1333333333333,384.1,182.933333333333,279.6,182.933333333333
"62",62,"2000","Jackson","470","0870","54","870","JACKSON","Tennessee",54,870,0,"470","0870",1527,916419.0136712,-77981.0075928,"G4700870","4700870",827647012.839,142821.712868,168.090909090909,136.636363636364,37.3636363636364,8234.09090909091,347.818181818182,-12.7272727272727,360.363636363636,170.818181818182,230,269.727272727273,57.7272727272727,1528.36363636364,175.272727272727,82.1818181818182,17,438.636363636364,320.272727272727,382,371.909090909091
"63",63,"2000","Nolan","480","3530","49","3530","NOLAN","Texas",49,3530,0,"480","3530",1575,-412640.58953588,-571621.13796838,"G4803530","4803530",2367098553.8,194413.154245,203.666666666667,148.066666666667,39.6333333333333,7864.2,378.566666666667,9.06666666666667,369.333333333333,270.133333333333,99.0666666666667,300.533333333333,99.0666666666667,565.766666666667,81.9666666666667,16.1,47.1666666666667,201.366666666667,56.6333333333333,172.566666666667,56.6333333333333
